row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
AFL-C10 v AFL-CIO,5,800,4,'4,,,1,337,318,318,,,
,,,,,,,,,,,,,19
AFL-CIO v Local,4,500,2,1,,1,2,58,30,7,,23,28
Local v Local,I,100 0,1,,,1,0,28,28,,,28,0
2-union elections,10,700,7,5,0,2,' 3,423,376,325,0,51,47
Total RD Elections,456,322,147,135,1,11,309,22055,9877,9324,35,518,12178
