row_label,col_1,col_2,col_3
18-UA-983 13-UA-911,Acme Stone Co Aladdin Radio Indus-,36-UA-1018,Carter Rice Co. of Oregon.
4-UA-927,"tries, Inc. Allentown Portland Ce- ment Co.",5-UA-432,Celanese Corp. of America.
2-UA-3826,Alpha Portland Cement Co.,18-UA-986,Century Sand &Gravel Co.
6-UA-498,Alpha Portland Cement Co.,36-UA-1011 21-UA-1055,Central Supply Co. Central Warehouse.
21-UA-1532 36-UA-1111,Al's Brake Shop. Aluminum Co. of Ameri-,7-UA-769,Champion Spark Plug Co.
13-UA-1243,ca. American Brake Shoe Co.,6-UA-409,Chicago Pneumatic Tool Co.
14-UA-1607,American Brake Shoe Co.,7-UA-843,"Chicago Pneumatic Tool Co. Christensen, Wm., Co.,"
14-UA-1961,American Brake Shoe Co.,4-UA-639,Inc.
1-UA-2108,American Optical Co.,37-UA-11,Coca Cola Bottling Co.
,American Optical Co.,,"of Honolulu, Ltd."
1-UA-2109,American Optical Co.,37-UA-12,"Coca Cola Bottling Co. of Honolulu, Ltd."
1-UA-2137 1-UA-2138,American Optical Co.,18-UA-1074,
1-UA-2139,American Optical Co.,,Cohodas Brothers Co.
,Anderson Paper &Twine,18-UA-1075,Cohodas Phillip Co.
6-UA-453 7-UA-487,"Co. Anderson Pattern, Inc.",4-UA-521,Coplay Cement Manu- facturing Co.
18-IJA-745,,21-UA-722,
9-UA-772,"Arlington Machine Works, Inc. Armour &Co.",,Dairy Industry Indus- trial Relations Associa- tion.
18-UA-375,Armour &Co.,37-UA-16,"Dairymen's Association,"
18-1JA-960,Armour &Co.,,Ltd.
31-UA-409 5-UA-521,Armour &Co. Armour Fertilizer Works.,13-UA-1047,Deere &Co. Denver Tramway
19-UA-141,"Associated Industries, Inc.",30-UA-358 36-UA-400,Corp. Downey &Mulkey Log- ging Co.
7-UA-935,,17-UA-893,Douglas Candy Co. Dunham-Scott Co.
8-UA-877,"Bassett Foundry Co. Bellows Products, Inc.",18-UA-728 36-UA-735,"Dunmire, George W.,"
18-UA-984,Berg &Farnham Co.,,Inc.
18-UA-985,"Berg, Oscar,",36-UA-729,"Dunmire, Ray Motor Co."
,Cement Building Block Co. Berkshire Street Railway,,
14-UA-1583 1-UA-1677,Co. Beyers Lumber Co.,20-UA-1021 8-UA-900,East Side Lumber Co. Edison Building.
8-UA-1534,"Bliss, E. W. Co.",18-UA-988,Eide &Swanson Brothers Co.
19-UA-1211,Bluebird Van &Delivery.,19-UA-1217,Eland &Stewart Motor Freight.
19-UA-978 7-UA-1002,Brooks Lumber Co.,8-UA-994,Electric Auto-Lite Co. Employees'
,"Budd Co., The.",,
38-UA-69,"Bull Insular Line, Inc. Burt Coal Co., Inc.",8-UA-369,Transit
14-UA-1634,,,"Lines, Inc."
14-UA-1676,Busch-Sulzer Brothers Diesel Engine Co.,13-UA-1170 16-UA-323 1-UA-2007,Fairbanks Morse Fairmont Foods
14-UA-1791,Busch-Sulzer Diesel En- gine Co.,,Co. Co. Felt Process Co.
20-IJA-1099,California Research Corp.,19-UA-725 14-UA-1423,"Firestone Stores, Inc. Five Counties Lumber Corp."
21-UA-701 4-UA-501 1-UA-2018,"California Viking Co. Cann, Wm. N., Inc.",7-UA-1103 19-UA-1102,Flex 0 Tube Co. Flour Feed &Cereal Em- ployers' Association.
,Cape Pond Ice Co.,7-UA-877,Ford Motor Co. Co.
9-1JA-595,Carrollton Furniture,1-IJA-2130,
,Manufacturing Co.,,Fort Wharf Ice
