Type of litigation,Number of proceedings / Total - all courts / Number of proceedings Number,Number of proceedings / Total - all courts / Court determination Upholding NLRB position,Number of proceedings / In courts of appeals / Number of proceedings Number,Number of proceedings / In courts of appeals / Court determination Contrary to Board position,Number of proceedings / In district courts / Number of proceedings Number,Number of proceedings / In district courts / Court determination Contrary to Board position,Number of proceedings / In bankruptcy courts / Number of proceedings Number,Number of proceedings / In bankruptcy courts / Court determination Contrary to Board position,Number of proceedings / Court determination Number
Totals - all types,30,28,15,14,9,8,6,6,0
