row_label,col_1
14-0-1238,Alder Metal Products Corp.
13-0-3110,Autopart Mfg. Co.
10-C-2082,"Empire Box, Inc."
17-0-1477,Fulton Bag & Cotton Mills.
13-C-3095,Goodyear Footwear Corp.
14-0-1265,Hamilton-Scheu & Walsh Shoe Co.
9-0-2491,"Mengel Co., The."
16-0-1301,Alexia Textile Mills.
2-0-6571,"Morris, Eraser Co., Inc."
6-0-1147,National Electric Products Co.
16-0-1300,"Norris, W. Cl., Mfg., Inc."
2-0-6529,"Paramount Pictures, Inc."
16-0-1318,"Perrault Bros., Lewis Perrault."
10-0-1962,Piedmont Cotton Mills.
4-0-1743,"Polk, R. L. & Co."
5-0-2193,"Richmond Coca-Cola Bottling Works, Inc."
16-0-1935,Super-Cold Southwest Co.
,Wooster
8-0-2064,"Brass Co., The."
,II. Representation Cases
21-R4025,Air Reduction Sales Co.
5-R-3008,"Alexandria, Barcroft & Washington Transit Co."
6-R-1654,Aluminum Co. of America.
14-R-1754 2-R-7815,"American Fixture & Mfg. Co. American News Co., Inc."
2-R-7759,American Packing Co.
8-R-2694,American Steel & Wire Co.
3-R-1585,Art Metal Construction Co.
1-R-3675,Atwater Mfg. Co.
10-R-2732,Augusta Chemical Co.
19-R-2104,Austin Co.
13-R-4479,Automatic Paper Box Corp.
9I-R-1360,Aveo Mfg. Corp.
19-R-2083,Beach Fish Co.
4-R-2692,Bethlehem Globe Publishing Co.
2-R-7763,Biltmore Pipe Co.
8-R-2628,"Bliss, B. W., Co."
9-R-2887,"Bradley & Gilbert Co., The."
6-R-1687,Bucyrus-Erie Corp.
13-R-4436,Burd Piston Ring Co.
91-R-1328,"Burnet-Binford Lumber Co., Inc."
9-R-2693,Carrollton Furniture Mfg. Co.
19-R-2126,"Cascade Fruit Shippers, Inc."
13-R-4361,Casteel Distributing Co.
19-R-2128,Cedargreen Frozen Pack Corp.
14-R-1700,Cent Bros. Bag Co.
18-R-4496 7-R-2601,Chicago Streamlite Co.
7-R-2602,Chrysler Corp.
2-R-7244,Chrysler Corp. Cities Service 011 Co. (Marine Division)
2-E-7896,Cities Service 011 Co. (Pa.).
7-R-2594,Clark Equipment Co.
15M-R-81,Coca-Cola Bottling Co. of Arkansas.
15M-R-106,Coca-Cola Bottling Co.
