row_label,col_1,col_2,col_3
13-R-4389,U. S. Reduction Co. Unity Manufacturing Co.,19-R-1993,Willamette National Lumber Co.
13-R-4334,,,
13-11-4386,Warshawsky &Co.,4-11-2247,York Corp.
B. Cases decided on the basis of stipulated election,B. Cases decided on the basis of stipulated election,B. Cases decided on the basis of stipulated election,B. Cases decided on the basis of stipulated election
15-11-2075,Aluminum Ore Co. of America.,13-11-4450 2-11-7883,"Hall, W. F., Printing Co. Hermas Machine Co., Inc."
16-R-2038 21-R-3941,American Republic Corp. American Smelting &Re- fining Co.,7-R-2683,Hudson Motor Car Co.
10-R-2717,Armour &Co.,9-11-2425,Imperial Ice Cream Co.
16-R-2350,"Armour Fertilizer Works, Inc.",13-R-4488,"James, D. 0., Manufac- turing Co."
5-11-2800,Atlantic Co. (Ice Plants No. 1 and No. 2).,2-R-7878,"Kemball, A., Co."
91-11-1360,Avco Manufacturing Corp.,1-R-3832 9-R-2154,"Kerite Co., The Krauth &Benninghofen."
9-11-2741,Avco Manufacturing Corp.,17-R-1813,"Leggett &Platt, Inc."
4-11-2693,"Barker & Williamson, Inc., a Pennsylvania corporation.",9-R-2701,"McCullough, J. Charles, Seed Co., The. Majestic Radio Corp."
10-R-2757,"Boyle-Midway, Inc.",13-R-4433,"Newberry, J. J., Co."
15-RE-14 15-R-2190,"Carey Salt Co., The. Carey Salt Co., The.",4-R-1664 16-11-2304,"North Texas Steel Co., Inc."
5W-R-106 1-11-3651,Carolina Container Co. Celeste Manufacturing,9-11-2742,Ohio Paper Co.
13-R-4495,"Co., Inc. Chicago Foundry &Man- ufacturing Co., Inc.",21-R-4033,"Pacific Press, Inc."
6-11-1818,Chicago Railway Equip- ment Corp.,21-R-4059 20-11-2097,"Pacific Press, Inc. Pacific Telephone &Tele- graph Co."
7-R-2554,Chrysler Corp. Coleman,17D-R-49,"Penney, J. C., Co., Store"
13-11-4465,"Instrument, Inc.",,No. 33.
16-R-2239,"Continental Bus System, Inc.",13-R-4342,"Peoples Gas Light & Coke Co., The."
13-11-4042,Crane Co.,10-R-2699,Pepperell Manufacturing Co.
13-R-4485 17D-R-58,Crane Co. Cudahy Packing Co.,5-R-1689 15-R-2202,"Pittsburgh &West Va., Gas Co. Plymouth Cordage Co."
19P-R-115,"Disston, Henry, &Soria, Inc.",16-R-2286 23-R-311,"Pollock Paper& Box Co. Provision Co., Ltd."
19P-R-116,"Disston, Henry, &Sons, Inc.",,"Radio Corp. of America. Randolph Laboratories,"
5-R-2977,"du Pont, E. I., de Ne- mours &Co.",21-R-4021 13-R-4460,Inc.
1-11-3845 9-R-2715,Eastern Live Poultry Co. Electro Metallurgical Co.,3-R-1516,Rochester Telephone Corp.
15M-R-96,"Fied-Sul Paper Mill, Inc.",7-R-2637,Semet-Solvay Engineer- ing Corp.
2-R-7911,General Electric Supply Corp.,3-R-1305,"Smith, F. A., Manufac- turing Co."
2-R-7912,General Electric Supply Corp.,2-R-7965 20-R-2256,Spring Products Corp. Standard Oil Co. of Calif-
2-R-7873 4-R-2608,GeneralMotors Corp. General Motors Corp.,16-R-2191,fornia. Storm Vulcan Manufac-
,(Delco Remy Division).,,"turing Co., Inc."
