row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed,",1242,1192,931,72,189,4
Initial bearings,1051,1026,805,63,158,4
Hearings on objections and/or challenges,191,166,126,9,31,
"Decisions issued, total",1036,1007,790,57,160,22
By Regional Directors,939,916,728,50,138,22
Meth= directed,822,SOO,639,sa,123,22
Magmais,117,/16,sr,12,15,
By Board,97,91,,7,22,
Transferred by Regional Directors for initial decision,23,22,10,4,8,
Dismissals on record,Dismissals on record,,,,0,
,,2/,9,4,,
,499,496,448,11,37,
,0,0,0,0,0,
"Board action on request ruled upon, total-",340,329,280,13,36,
,63,58,43,2,a,
,275,269,230,11,28,
,,9,8,,,
,10,,,,1,0
,74,69,52,3,14,
,36,33,25,2,6,
,21,21,15,,,
,17,IS,12,,3,
Outcome:,51,so,,,,
,,,39,3,,
Dismissals on record,23,19,13,0,6,
