row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Pending October I, 1997",1933,1667,78,188,o,
Received fiscal 1998,4807,4243,140,424,o,
On docket fiscal 1998,6740,5910,218,612,o,
Closed fiscal 1998,4917,4357,144,416,o,
"Pending September 30, 1998",1823,1553,74,196,o,
,RMcases,RMcases,RMcases,RMcases,RMcases,RMcases
"Pending October I, 1997",BO,,,,,BO
Received fiscal 1998,175,,,,,175
On docket fiscal 1998,255,,,,,255
Closed fiscal 1998,165,,,,,165
"Pending September 30, 1998",90,,,,,90
,RD cases,RD cases,RD cases,RD cases,RD cases,RD cases
"Pending October I, 1997",355,2,o,i,352,
Received fiscal 1998,849,o,o,o,849,
On docket fiscal 1998,1204,2,o,i,1201,
Closed fiscal 1998,833,2,o,i,830,
"Pending September 30, 1998",371,o,o,o,371,
