row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Health and Personal Care Stores...............,9,5,2,3,0,4,336,208,122,73,49,0,86,293
Gasoline Stations......................................,2,0,0,0,0,2,9,9,0,0,0,0,9,0
Clothing and Clothing Accessories Stores,2,0,0,0,0,2,86,79,20,0,20,0,59,0
44-Retail Trade....................................,73,32,12,20,0,41,2884,2442,1085,570,511,4,1357,980
"Sporting Goods, Hobby, Book, and Music Stores..............................................",2,1,1,0,0,1,5,7,5,3,2,0,2,3
General Merchandise Stores.....................,11,7,2,5,0,4,2026,1404,530,390,140,0,874,805
Miscellaneous Store Retailers...................,5,3,0,3,0,2,43,36,32,3,29,0,4,40
Nonstore Retailers.....................................,2,1,1,0,0,1,76,69,28,3,25,0,41,7
45-Retail Trade....................................,20,12,4,8,0,8,2150,1516,595,399,196,0,921,855
Air Transportation.....................................,11,7,3,2,2,4,1281,1125,574,510,46,18,551,143
Rail Transportation...................................,3,1,0,1,0,2,20,30,11,6,5,0,19,2
Water Transportation................................,1,0,0,0,0,1,10,9,2,2,0,0,7,0
Truck Transportation................................,66,41,9,32,0,25,3174,2845,1317,287,1030,0,1528,1118
Transit and Ground Passenger,,,,,,,,,,,,,,
Transportation...........................................,150,117,36,79,2,33,15689,12334,8916,2270,6444,202,3418,13352
Pipeline Transportation.............................,2,2,1,0,1,0,49,42,33,22,0,11,9,49
Scenic and Sightseeing Transportation.....,2,2,1,1,0,0,90,63,49,44,5,0,14,90
Support Activities for Transportation.......,38,22,8,14,0,16,1737,1584,838,325,513,0,746,770
48-Transportation and Warehousing....,273,192,58,129,5,81,22050,18032,11740,3466,8043,231,6292,15524
Couriers and Messengers..........................,11,10,2,8,0,1,896,706,452,17,377,58,254,597
Warehousing and Storage.........................,49,13,2,11,0,36,2416,2229,905,85,801,19,1324,348
49-Transportation and Warehousing....,60,23,4,19,0,37,3312,2935,1357,102,1178,77,1578,945
Publishing Industries (except Internet).....,7,3,2,1,0,4,516,468,188,179,9,0,280,272
Motion Picture and Sound Recording Industries...................................................,3,2,2,0,0,1,122,108,38,38,0,0,70,19
Broadcasting (except Internet)..................,12,6,6,0,0,6,450,406,215,213,2,0,191,236
Telecommunications.................................,25,9,8,1,0,16,912,883,460,378,82,0,423,466
Other Information Services.......................,8,6,4,2,0,2,274,210,174,43,130,1,36,271
