row_label,col_1,col_2,col_3
16-C-1289 9-C-2336,Bewlwy Mills. Bluefield Garment Manu-,10-C-2093 10-G2012,General Shoe Corp. Georgia Twine & Cord-
7-C-1339,facturers. Briggs Manufacturing Co.,13-C-2974,"age Co., R. J., Lovvorn, d/b/a. Goldblatt Bros., Inc."
16-C-1212,"Brown Express, H. P.",2-C-6119,"Gould Mersereau Co., Inc."
15-C-1034,"Brown, d/b/a. Bruce, E. L., Co.",5-C-2245,"Harris-Woodson Co.,"
4-C-1579,"Carpenter Steel Co. Carson Pine Scott & Co. Cedartown Yard Mills,",,"Inc., The. Hershey, Paul H. &"
13-C-3044 10-C-1868,,1-C-2735,"Mary, J. R., Copart- ners, d/b/a."
3-C-928,"Inc. Chalmers, Harvey & Son, Inc. Chamberlain Corp.",10-G1817 1-C-2823,"Hills Bros. Co., The. Hill Transport Co., Mac- Kenzie Coach Lines,"
18-C-1281 13-G2682 2-C-6309 6-CA-2 8-C-1986,"City National Bank & Trust Co. Clark Phonograph Co. Clearfield Machinery 00.1 Cleveland Graphite Bronze Co., The. Colonial Life Insurance Co. of America, The. Columbia Electric Manu- facturing Co.",17D-C-1370 13-C-2836 9-C-2236 21-C-2713,"Ltd. Idarado Mining Co. Inland Steel Co. International Nickel Co. Jergens, Andrew, Co."
8-C-1914 20-C-1555,Columbia Steel Co.,11-C-1268 2-C-5990,"Kentucky Utilities Co. Kresge Newark, & Kresge Department"
2-C-5786 16-C-1200,Consumers Cooperative Refinery Association. Container Manufactur-,,Stores.
14-C-1176 7-C-1609,"a. Coopersville Cooperative Elevator Co. Copperweld Steel Co. Cross, W. W., & Co., Inc.",18-G1216 9-C-2239 9-C-2271,"Lake Superior Lumber Co. Lancaster Foundry Corp. Lift Trucks, Inc. Lock Nut Corp. of"
8-C-1962 1-C-2676,Differential Steel Car Co.,13-C-2954,America.
,,13-C-3193,
,"ing Co., Max Sax, d/b/",,"Mandel Bros., Inc."
8-C-2029,,10-C-1792 8-C-1839,
,"Store Cu., The. Eaton Manufacturing Co.",5-C-2200,Marshall & Bruce Co. May Co.
18-C-1299,Duluth Glass Block,10-C-1890,"Merry Bros. Brick & Tile Co. Moller, M. P., Inc. Morrison Turning Co.,"
7-C-1568 2-G6238,"Electrical Testing La- boratories, Inc.",10-C-2125,Inc.
,General Electric X-ray Corp.,,"National Grinding Wheel,"
17D-C-1383 8-C-2021,Ellis Canning Co. Elwell Parker Electric Co.,3-C-943,"Co., Inc."
10-C-1898 24-C-1.44 17-C-1378,Exposition Mills Co. Fajardo Sugar Co.,16-C-1268,O'Keefe & Merritt Inc.
,,21-C-2753,Co. Oklahoma Rendering
5-C-2184,Federal-Mogul Service Division. Fontaine Converting,20-C-1484 21-G2466,Co. Pacific Airmotive Corp. Pacific Molded
10-G1988,"Fort Industry Co., The. Fulton Bag &",20-G1349,Co. Pacific Telephone & graph Co.
,"Works, Inc., The.",,Products
10-C-1944,Mills.,,Paraffine
,Cotton,,Tele-
14-C-1180,Fulton Bag & Cotton Mills.,20-C-1510,"Companies, Inc., The. Peoples Life Insurance"
,,5-C-2229,Co.
18-C-1285,"Gamble-Skogmo, Inc.",,Plankinton Packing
,,13M-C-3049 2-C-6306,Co. Public Service Corp.
13-C-2902,,,
