row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Iowa..........................................................,30,15,14,1,0,15,4584,4295,1714,1696,18,0,2581,247
Kansas......................................................,12,10,8,1,1,2,721,682,272,245,10,17,410,166
Minnesota..................................................,54,27,26,0,1,27,2065,1797,923,876,0,47,874,927
Missouri....................................................,41,28,24,2,2,13,1477,1285,701,565,80,56,584,918
Nebraska....................................................,10,6,6,0,0,4,156,141,68,66,0,2,73,85
North Dakota............................................,4,3,2,1,0,1,99,63,22,22,0,0,41,62
South Dakota............................................,3,0,0,0,0,3,311,288,110,110,0,0,178,0
West North Central..............................,154,89,80,5,4,65,9413,8551,3810,3580,108,122,4741,2405
Arkansas....................................................,13,4,3,1,0,9,1691,1488,636,571,65,0,852,193
Louisiana..................................................,20,12,10,2,0,8,1741,1562,808,772,36,0,754,771
Oklahoma..................................................,16,11,10,0,1,5,746,671,346,334,2,10,325,371
Texas........................................................,66,45,37,5,3,21,2775,2329,1162,1089,34,39,1167,1108
West South Central..............................,115,72,60,8,4,43,6953,6050,2952,2766,137,49,3098,2443
"Total, all States and areas....................",2287,1379,1199,83,97,908,152411,126321,66204,55788,3738,6678,60117,71547
