row_label,col_1,col_2
"Pittsburgh Metallurgical Co., Inc",Volume 48,Page 1239
"Pittsburg Supply Co., The",45,1219
Plibrico Jointless Firebrick Co,50,372
Pomona Terra Cotta,50,87
"Pond River Coal Co., see Ruckinan, Albert J., Ruckman, D. J., d/b/a",43,772
Port Costa Packing Co,46,931
Port Houston Iron Works,46,155
Powdrell & Alexander Co,43,1271
Powell Knitting Co,45,533
"Pratt & Letchworth Co., Inc",47,1252
"Precise Aircraft Industries, Inc",49,967
Precision Castings Co,48,636
Precision Castings Co,48,835
Precision Mfg. Corp,49,438
Precision Scientific Co,49,1415
Pressed Metals of America_,50,9
"Pressed Steel Car Co., Inc",47,425
"Pressed Steel Car Co., Inc",46,262
"Price, J. Lee",50,831
Proctor & Gamble Mfg. Co,50,886
Proximity Mfg. Co r.,50,90
Prudential Insurance Co. of America,47,403
Prudential Insurance Co. of America,49,450
Prudential Insurance Co. of America,50,689
Prudential Insurance Co. of America,46,430
Pschirrer & Son Coal Co,50,530
Public Service Co. of Indiana,42,639
Public Service Electric & Gas Co,45,202
Pullman Standard Car Mfg. Co,49,542
Pullman Stindard Car Mfg. Co,43,971
Pure Oil Co,46,418
Pure Oil Co,50,890
"Quaker State Oil Corp., Farmers Valley Plant",43,1173
"RKO Radio Pictures, Inc",44,1292
Racine Universal Motor Co,47,106
Radio Receptor Co,45,402
Raleigh Hotel,49,110
Ralston Purina Co,48,840
"Rathborne, Hair & Ridgway Co",45,612
Rath Packing Co,45,129
"Real Silk Hosiery Mills, Inc",45,603
Reeves Pulley Co,43,372
Reliance Mfg Co,47,451
Remington Arms Co •,49,693
