row_label,col_1,col_2,col_3
',',','
8(bX I ),,5720,85 0
8(b)(2),,711,106
8(b)(3),,440,65
8(bX4),,669,99
8(b)(5),,23,03
8(bX6),,13,02
8(b)(7),,121,18
B1 Analysis of 8 (b)(4),B1 Analysis of 8 (b)(4),B1 Analysis of 8 (b)(4),B1 Analysis of 8 (b)(4)
Total cases 8(b)(4),,669,100 0
8(bX4XA),,52,78
8(bX4X1:1),,410,61 3
8(b)(4XC),,13,19
11(bX4XD),,166,248
8(bX4XA)(D),,25,37
8(b)(4XA)(C),,I,01
8(b)(4XD)(C),,I,0l
8(bX4XAXBXC),,1,01
] tulation I,] tulation I,] tulation I,] tulation I
8(b)(4XA),,79,II 8
8(b)(4XB),,437,65 3
8(b)(4XC),,16,24
8(bX4XD),,166,24 8
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(bX7),,121,100 0
kbX7XA),,37,306
g(bX7X8),,II,91
"S(,X7XC)",,62,51 2
8(bX7XA)(13),,9,74
8(b)(7)(A)(C),,1,08
8(b)(7XAXI3XC),,1,08
',',','
8(bX7)(A),,47,388
g(bX7XB),,13,107
8(bX7XC),,73,603
C. Charges filed under Sec 8(e),C. Charges filed under Sec 8(e),C. Charges filed under Sec 8(e),C. Charges filed under Sec 8(e)
Total cases 8(e),,58,100 0
Against unions alone,,58,100 0
D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g)
Total cases 8(g),,25,100 0
