Industrial group,All cases,Unfair labor practice cases All cases,CA,CB,CC,CD,CE,CP,Representation cases All R cases,RC,RM,RD,UD,AC,UC
Total all industries,15191,12234,8378,3154,180,61,23,26,2565,1844,165,660,83,15,130
Industrial-group,,,,,,,,,,,,,,,
