row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Mining and quarrying of nonmetallic minerals (except fuels),9,3,3,0,0,0,6,187,175,53,36,1,0,16,122,28
Mining,38,12,4,3,5,0,26,2878,2665,1122,401,288,401,32,1543,1037
Construction,198,76,57,11,2,6,122,4391,3759,1643,1226,305,10,102,2116,1365
Wholesale trade,430,186,82,92,6,6,244,15180,13317,5926,3022,2368,137,399,7391,4917
Retail trade,550,203,139,54,2,8,347,19617,16677,7475,5347,1496,78,554,9202,6557
"Finance, insurance, and real estate",78,46,30,10,1,5,32,3529,3250,1524,932,323,5,264,1726,1043
US Postal Service,2,1,0,0,0,1,1,270,233,166,45,0,0,121,67,156
Local and suburban transit and Interurban highway pas- senger transportation,46,19,3,12,0,4,27,2485,2083,1044,418 501,436,0,190,1039,937
Motor freight transportation and warehousing,300,116,12,93,3,8,184,8542,7703,3269,,2397,109,262 3,"4,434 86",2508
Water transportation,14,8,5,0,2,1,6,239,206,120,93,5,19,,,143
Other transportation,33,13,3,8,0,2,20,1166,1028,378,224,132,8,14,650,159
Communication,114,46,40,6,0,0,68,2958,2720,1163,974,155,30,4,1557,957
"Electnc, gas, and sanitary services",81,32,19,12,1,0,49,3630,3380,1505,1139,321,45,0,1875,873
"Transportation, communication, and other utilities",588,234,82,131,6,15,354,19020,17120,7479,3349,3446,211,473,9641,5577
"Hotels, rooming houses, camps, and other lodging places",77,34,26,5,1,2,43,5716,4880,2011,1685,143,2,181,2869,2070
Personal services,46,17,9,4,0,4,29,1109,983,430,165,127,0,138,553,452
"Automotive repair, services, and garages",85,36,14,20,0,2,49,1453,1303,634,300,327,0,7,669,632
Motion pictures,10,6,6,0,0,0,4,291,228,128,128,0,0,0,100,140
Amusement and recreation services (except motion pic- tures),43,15,10,3,1,1,28,1457,1127,498,210,200,4,84,629,603
Health services,356,197,139,14,11,33,159,36049,30140,15372,10822,1217,1413,1920,14768,17853
Educational services,29,17,12,2,0,3,12,2908,2498,1291,1030,56,0,205,1207,2251
Membership organizations,21,17,9,0,1,7,4,580,480,275,171,1,24,79,205,31C
Business services,247,157,105,18,4,30,90,8714,7242,4323,2652,538,222,911,2919,5092
,,II,7,,1,,13,,,227,148,61,,0,,241
,24,,,3,,0,,506,443,,,,18,,216,
