Size of establishment (number of employees),Total / Total number of situations,Total / Cumulative percent of all situations,CA / Number of situations,CA / Percent by size class,CB / Number of situations,CB / Percent by size class,CC / Number of situations,CC / Percent by size class,CD / Number of situations,CD / Percent by size class,CE / Number of situations,CE / Percent by size class,CG / Number of situations,CG / Percent by size class,CP / Number of situations,CP / Percent by size class,CA/CB combinations / Number of situations,CA/CB combinations / Percent by size class,Other C combinations / Number of situations,Other C combinations / Percent by size class
Total,38107,100.0,28256,100.0,7248,100.0,1562,100.0,337,100.0,323,100.0,34,100.0,364,100.0,123,100.0,17,100.0
"Detail rows by size class (Under 10 through 5,000-9,999; see PDF)",,,,,,,,,,,,,,,,,,,,
