row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections....................................,"3 2,764",58,2290,0,415,1
Eligible voters............................,197105,6551,144005,0,46534,15
Valid votes.................................,162950,4898,120092,0,37946,14
RC cases:,,,,,,
Elections....................................,2240,58,1841,0,341,0
Eligible voters............................,159806,6551,115566,0,37689,0
Valid votes.................................,131253,4898,95709,0,30646,0
RMcases:,,,,,,
Elections....................................,37,0,30,0,6,1
Eligible voters............................,2392,0,1684,0,693,15
Valid votes.................................,2178,0,1509,0,655,14
RD cases:,,,,,,
Elections....................................,421,0,371,0,50,0
Eligible voters............................,28513,0,22610,0,5903,0
Valid votes.................................,24935,0,19809,0,5126,0
UD cases:,,,,,,
Elections....................................,66,0,48,0,18,
Eligible voters............................,6394,0,4145,0,2249,
Valid votes.................................,4584,0,3065,0,1519,
