row_label,col_1,col_2,col_3
Paragon Slipper Co,"May 12, 1938","May 13,1938","June 27,1938"
"Paramount Pictures, Inc_","Apr. 27,1938","Apr. 27, 1938","June 23,1938"
Peninsular &Occidental Steamship Co,"Aug. 23,1937","Aug. 24, 1937","Sept. 17, 1937"
"Pennsylvania Greyhound Lines, Inc","July 1,1937","July 26, 1937","Sept. 24,1937"
Do,"Nov. 26,1937","Nov. 27,1937","Mar. 31,1938"
Pennsylvania Salt Manufacturing Co,"Sept. 2,1937","Sept. 2,1937","Sept. 24,1937"
Pennsylvania Shipyards Inc,"Nov., 4,1937","Nov. 5, 1937","Feb. 3,1938"
Petroleum Iron Works Co,"Nov. 8,1937","Nov. 8,1937","Jan. 18, 1938"
Do,"Aug. 30,1937","Aug. 30,1937","Sept. 29,1937"
Petroleum Iron Works Co. of Texas,"Nov. 8,1937","Nov. 8, 1937","Jan. 18, 1938"
Phelps Dodge Corporation (United Verde Branch),"Jan. 10,1938","Jan. 11,1938","Apr. 15,1938"
Do,do,do,Do.
Do,do,do,Do.
Do,do,do,Do.
"Pier Machine Works, Inc Pilot Radio Corporation","Apr. 5,1938 Nov. 8,1937","Apr. 5, 1938","May 23,1938 (I)"
Pioneer Gravel Equipment Manufacturing Co,,"Dec. 4, 1937 Feb. 14, 1938",(2)
"P. Lorillard Co., Inc","Feb. 14,1938 July 15,1937","July 15,1937","Sept. 1, 1937"
P. Lorillard Tobacco Co,do,do,Do.
Plankinton Packing Co,"Feb. 2,1938","Feb. 2, 1938","Mar. 5,1938"
"Plant Line Stevedoring Co., Inc","June 20,1938",(3),(I)
Planters Manufacturing Co,"Nov. 23,1937","Dec. 4,1937","(1) Sept 17, 1937"
Pocahontas Steamship Co,"Aug. 23, 1937","Aug. 24, 1937",
Portland Lumber Mills,"Sept. 20,1937","Sept. 22,1937","Oct. 21,1937 Feb. 12,1938"
"Postal Telegraph-Cable Co., et al","Dec. 22,1937","Dec. 28,1937",
Postal Telegraph-Cable Co,do,do,10 Do.
Do,do,do,10 Do.
Do Do,"do Mar. 24,1938","do Mar. 24,1938","10 Do. May 25,1938"
"Pressed Steel Car Co., Inc Proximity Print Works","Apr. 7,1938","Apr. 8, 1938","June 23,1938 June"
Pulaski Veneer Corporation,"Dec. 16,1937","Dec. 17,1937 Feb. 12,1938",
,Feb. 3.1938,,"9,1938"
Pure Oil Co,"Jan. 13, 1938","Jan. 19,1933 Dec.",(2) (1)
Do,"Nov. 29,1937","7,1937 June 17,1938",(I)
Quality Art Novelty Co,"May 19,1938",June,
Quality Furniture Mfg. Co,"June 9, 1938","18,1938 May",(I)
"R. C. A. Communications, Inc","May 16,1938","20,1938 do",(1)
Do R. C. Mahon Co,"do Dec. 13,1937","Dec. 13,1937",Feb. (1)
"Reading Batteries, Inc","Apr. 28,1938","May 5,1938","12,1938 (I)"
Reading Transportation Co,"June 29,1938","June 30,1938",Feb.
Red River Lumber Co,"Aug. 5,1937","Aug. 7,1937 Apr. 25, 1738","26,1938 May 11,1938"
Red Salmon Canning Co,"Apr. 22,1938","Mar. 12,1938",(I)
Reed-Powers Cut Stone Co Richard Meyer Co,"Mar. 10,1938",,
,June,"Nov. 3, 1937","Jan. 11,"
Richardson Co,"20,1938 Nov. 2,1937",,1938 June
Do Richfield Oil Co,"May 9,1938 Dec. 21,1937","May 9,1938 Dec.","23,1938 Mar."
Richfield Oil Co. of California,"Dec. 9,1937","21,1937 Dec.","15,1938 Max."
Do,"Dec. 21,1937","10,1937 Dec.",9.1938 Mar.
Do,do,"21,1937 do","15,1938 Do."
"Richfield Oil Corporation Richmond Greyhound Lines, Inc","Apr. 11,1938 July 1, 1937","Apr. 11,1938 July 26, 1937","June 2,1938 Sept. 14,1937"
"Richmond and Samuels, Inc","Mar. 29,1938",Mar.,(1)
Ritz Distributing Co,do,"30,1938 do",• (I)
Roberti Brothers,"Dec. 2,1937 July 19,1937","Dec. 28,1937",
Robins Dry Dock &Repair Co Robbins &Myers Co,"May 19,1938","Aug. 3,1937 May 19,1938","June 23,1938"
,do,do,Do.
Do Do,do,do,Do.
Roma Wine Co,"Mar. 24,1938","Mar. 24,1938","May 11,1938"
"Ross &Heyn, Inc","June 20,1938",(0),"Oct. 7, 1937"
Rossie Velvet Co,"Aug. 23, 1937","Aug. 24, 1937 do",Do.
Do Royal Warehouse Corporation and Royal Glass Works,do,,
Corporation,"June 14, 1938 June 20,1938","June 14, 1938 (3)",(1)
Ryan Stevedoring Co,,,
S. A. Gerrard Co,"Mar. 29,1938","Mar. 30,1938",(1)
Salinas Valley Vegetable Exchange,"do Nov. 17,1937","do Dec. 13,1937",
San Diego Ice &Cold Storage Co,,"Aug. 20,1937",Oct.
San Diego Marine Construction Co,"Aug. 20,1937",,Do.
Do,do,,"25,1937"
Do,do,do do,
,,,Do.
