row_label,col_1,col_2,col_3
13-RC-607 10-RC-459,"T & T Tailoring Co. Tamiami Trail Tours, Inc.",21-RC-810,Tyre Brothers Glass & Paint Co.
10-RC-458,"Tampa Transit Lines, Inc.",39-RC-74 3-RC-241,"Union Bus Lines, Inc. Union Carbide & Car-"
10-RC-432,Tanner Brice Co.,,bon Corp. (Electro'
39-RC-63,Taormina Co.,,Metallurgical Divi-
35-RC-88,,,
,"Tarzain, Sarkes.",,sion).
9-RC-322,Taxi Cabs of Cincin- nati. Inc. (Ferguson Division).,21-RC-322 2-RC-953,Union Steel Co. Unique Art Manufac- turing Co.
35-RC-203,"Tell, William, Wood- crafters, Inc.",2-RC-577,"Unique Window Bal- ance Co., Inc."
10-RC-528,"Tennessee Corp., U. S Phosphoric Products Division.",16-RC-310,"United Aircraft Corp. (Chance Vought Air- craft Corp., Division)."
10-RC-389,"Tennessee Furniture In- dustries, Inc.",32-RC-105,United Clay Mines Corp.
10-RC-340,"Tennessee Valley Ferti- lizer Co-op, Inc.",7-RC-475,United Drill & Tools Corp.
16-RC-192,Texas Construction Ma- terial Co.,16-RC-166,United States Air Con- ditioning Corp.
16-RC-247 39-RC-3,"Texas Foundries, Inc. Texas Long Leaf Lum-",1-RC-327,United States Gypsum Co.
16-RC -147,ber Co. Texas Public Service,2-RC-631,United States Gypsum Co.
,Co.,2-RC-955,United States Gypsum
16-RC-269 16-RC-226 39-RC-32,Texas Vitrified Pipe Co. Texmass Petroleum Co. Texsun Citrus Ex-,4-RC-407,Co. United States Gypsum Co.
5-RC--131,"change. Thalhimer Brothers, Inc.",6-RC-193,United States Gypsum
5-RC-197,"Thalhimer Brothers, Inc.",7-RC-424,Co. United States ' Gypsum Co.
5-RC-261,"Thalhimer Brothers, Inc. Thermoid Western Co.",,United States Gypsum
20-RC-182,,18-RC-129,Co.
20-RC-261 10-RC-554,Thermoid Western Co. Thompson & Swaim,20-RC-178,United States Gypsum
7-RC-197,Plywood Co. Timken Detroit Axle,20-RC-191,Co. United States Gypsum
19-RC-105,"Co., The. Tingling & Powell &",21-RC-327,Co. United States Gypsum
,"Electric Constructors, Inc.",21-RC-358,Co. United States Gypsum
8-RC-276,"Tinnerman Products, Inc.",21-RC-633,Co. United States Gypsum
16-RC-191 10-RC-411,Tin Processing Corp. Tip Top Grocery Co.,7-RC-457,Co.' United States Gypsum
2-RC-368,Todd's Shipyard.,,Corp.
2-RC-621,Toledo Scale Co.,10-RC-566,United States Pipe &
8-RC-379,"Tool-Die Engineering Co., Casting Division.",13-RC-342,Foundry Co. United States Rubber
7-RC-455,Tower Tool & Die Co.,13-RC-414,Co.
14-RC-587,"Transit Casualty Co. Trendle, Campbell,",,United States Rubber Co.
7-RC-509,Broadcasting Co.,13-RC-700,United States Rubber
7-RC-437,Trenton Technical Lab-,21-RC-239,Co. United States Rubber
,oratory.,,Co. United States
1-RC-556 10-RC-342,Tribune Publishing Co. Trueman Fertilizer Co.,32-RC-122,Rubber
2-RC-842 7-RC-243,"Trust Co. of New Jer- sey. Turner-Brooks, Inc.",7-RC-435,Co. Universal Car & Serv- ice Co.
15-RC-146,partment). Co.,17-RC-262,Co. Universal Sales Co.
,Tyner-Petrus,,
