row_label,col_1,col_2,col_3
Representation decisions,223,Representation decisions,
After transfer by Regional rectors for initial,5,After transfer by Regional rectors for initial,
After review rector decisions,44,After review rector decisions,
On objections lenges,174,On objections lenges,
Other decisions,8,Other decisions,
Clarification of,8,Clarification of,
Amendment,0,Amendment,
Union-deauthorization,0,Union-deauthorization,
Noncontested decisions,Noncontested decisions,496,Noncontested decisions
Unfair labor,251,Unfair labor,
Representation Other,240 5,Representation Other,
