row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
,6,2,2,0,o,4,137,126,41,41,o,o,85,38
Colorado New Mexico,7,2,2,0,0,5,724,702,459,459,0,0,243,614
Arizona,6,3,3,0,0,3,211,189,73,73,o,0,116,112
Utah,2,0,0,o,o,2,156,144,52,9,43,0,92,o
Nevada,2,o,o,o,0,2,235,159,10,10,o,o,149,o
Mountain,36,8,8,0,0,28,1818,1606,726,683,43,o,880,834
Washington,22,3,3,0,0,19,1384,1211,487,487,o,o,724,135
Oregon,10,3,3,o,0,7,308,274,107,107,0,0,167,103
California,59,12,8,0,4,47,2968,2704,1577,595,0,982,1127,1606
Alaska,5,2,2,0,0,3,258,197,94,94,0,0,103,110
Hawaii,2,2,2,0,0,0,42,39,25,25,o,o,14,42
Guam,0,o,o,o,o,o,0,o,o,o,o,o,o,o
Pacific,98,22,18,o,4,76,4960,4425,2290,1308,0,982,2135,1996
Puerto Rico,3 o,0,o,o o,0 o,3 o,120 o,112,30,2,0 o,28 o,82 o,0
Virgin Islands,,o,o,,,,,o,o,o,,,,o
Outlying Areas,3,o,o,o,0,3,120,112,30,2,o,28,82,o
"Total, all States and areas",485,149,134,3,12,336,25011,21657,10881,8656,189,2036,10776,12132
