row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,7478,6810,91 1,4383,2427,5524,5015,908,1495,3520
AFL,3246,2992,92 2,2019,973,4105,3732,909,1042,2690
0 10,3134,2.870,91 6,1808,1062,1130,1035,91 6,390,645
Unaffiliated,1098,948,86 3,556,392,289,248,85 8,63,185
