Division and State,All cases,Unfair labor practice cases - All C cases,Unfair labor practice cases - CA,Unfair labor practice cases - CB,Unfair labor practice cases - CC,Unfair labor practice cases - CD,Unfair labor practice cases - CE,Unfair labor practice cases - CG,Unfair labor practice cases - CP,Representation cases - All R cases,Representation cases - RC,Representation cases - RM,Representation cases - RD,Union shop deauthorization - UD,Amendment of certification - AC,Unit clarification - UC
"Geographic divisions (New England, Middle Atlantic, East North Central, West North Central, etc.) and state-level breakdown",,,,,,,,,,,,,,,,
