row_label,col_1,col_2
Page,Page,
I.,Introduction,1
,A. Work of the Board,1
,B. Relation of Board activities to industrial peace,2
,C. Court review of Board orders and miscellaneous litigation,3
,D. The effect of the conflict between the American Federation of Labor and the Congress of Industrial Organization upon the work of the Board,6
,E. Investigation by special House Committee,8
,F. Certification of representatives as bona fide under the Fair Labor Standards Act of 1938,8
II. The,National Labor Relations Board,9
,A. The Board,9
,B. Organization-Washington office,9
,C. Organization-Regional offices,9
,D. Regional and directing personnel,9
III.,offices-Location Procedure of the Board,11
IV.,Statistical record of Board activity,13
,A. Case load and disposition of all cases handled during 1939-,
,40 B. Unfair labor practice cases,13 15
,Representation cases,17
,C. D. Statistical tables,20
,Table I. Disposition of all cases on docket during the fiscal year: by types of complainant or petitioner,20
,"Table II. Types of unfair labor practices alleged in cases pending June 30, 1939: by regions",21
,Table III. Types of unfair labor practices alleged in cases received during the fiscal year: by region',22
,Table IV. Disposition of unfair labor practice cases on docket during the fiscal year: by types of com- plainant,23
,Table V. Disposition of unfair labor practice cases on docket during the fiscal year: by regions,24
,Table VI. Types of formal action taken in unfair labor practice cases during the fiscal year: by regions__,25
,Table VII. Disposition of representation cases on docket during the fiscal year: by types of petitioner_,26
,Table VIII. Disposition of representation cases on docket during the fiscal year: by regions,27
,Table IX. Types of formal action taken in representa- tion cases during the fiscal year: by regions,28
,Table X. Character and results of elections conducted during the fiscal year: by regions,29
,"Table XI. Number of elections participated in, won, and lost during the fiscal year: by different types of labor organizations",30
V. Principles,"Established A. Interference, restraint, and coercion in the exercise of the",31
,rights guaranteed in section 7 of the Act B. a,32
,Encouragement or discouragement of membership in labor organization by discrimination,37
,C. Collective bargaining D. Domination and interference with the formation or admin- istration of a labor organization and contributing finan-,43
,cial or other support to it,49
