Participating unions,Number of elections and pay-roll checks,Elections and pay-roll checks won / By A. F. of L. affiliates / Number,Elections and pay-roll checks won / By A. F. of L. affiliates / Percent,Elections and pay-roll checks won / By C. I. O. affiliates / Number,Elections and pay-roll checks won / By C. I. O. affiliates / Percent,Elections and pay-roll checks won / By unaffiliated unions / Number,Elections and pay-roll checks won / By unaffiliated unions / Percent,Eligible voters / Number,Eligible voters / Percent casting valid votes,Valid votes cast / Total,Valid votes cast / For A. F. of L. / Number,Valid votes cast / For A. F. of L. / Percent,Valid votes cast / For C. I. O. / Number,Valid votes cast / For C. I. O. / Percent,Valid votes cast / For unaffiliated unions / Number,Valid votes cast / For unaffiliated unions / Percent,Valid votes cast / Against unions
Total,4712,1500,31.8,1890,40.1,593,12.6,1322225,81.1,1072594,199989,18.6,445528,41.5,183066,17.1,244011
