row_label,col_1,col_2,col_3
Hearings completed,112,6,99
Decisions issued after hearing,120,7,107
By Regional Directors,115,7,103
By Board,5,0,4
Transferred by Regional Directors for initial decision,4,0,3
,12,2,
Requests for review received Withdrawn before request ruled upon,0,0,8 0
"Board action on requests ruled upon, total Granted Denied",11,2,6
Remanded,3 7,2,I 4
"granted, before Board review",1,0 0,1
Withdrawn after request,0,0,0
"Board decision after review, total",1,0,1
Regional Directors' decisions Affirmed,1,,1
Modified Reversed,0,0 0,0 0
,0,0,
