row_label,col_1
9-0-2091,Adel Precision Products Corp.
11-0-1200,Aluminum Co. of America.
9-0-1997,Amb-A-Tip Cigar Co.
14-0-981,American Car & FoundrY
14-0-1015,American Furnace Co.
13-0-2294,American Steel Foundries
2-0-5764,"American White Cross Laboratories, inc"
2-0-5870,"American White Cross Laboratories, Inc"
20-0-1302,Ames Harris Neville Co.
15-0-1500,Arkansas-Missouri Power Cotp
17-0--1224,Armour & Co.
11-0-1189,"Arno It Motor Co, Inc."
1-0-2519,Atlas Coil Spring Co
14-0-994,Atlas Imperial Diesel Engine Co.
2-0-5771,"Baker & Co., Inc. •"
18-0-1071,"Barlow Maney Laboratories, Inc."
8-0-1700,"Beck, C. D., Co."
2-0-5685 2-0-5805,Bendix Aviation Corp. Bendix Aviation Corp.
21-0-2350,Bermite Power Co.
16-0-1178,Bewley Mills.
1-0-2443,Bird Machine Co.
7-0-1264,Bohn Aluminum Brass Corp.
16-0-1138,"Bonita Fruit Co., Inc ."
1-0-2499,Brown Co
16-C-1015,"Brown Shipbuilding Co., Inc."
16-0-1154,"Brown Shipbuilding Co., Inc."
16-0-1161,"Brown Shipbuilding Co., Inc."
19-0-1234,Brown's Tie & Lumber Co.
11-0-1171,Bryan Mfg. Co. •
7-0-1305,"Budd, Edward G., Mfg. Co."
13-0-2594,Burnside Steel Foundry Co. •
2-C-5635,"Burroughs Welcome & Co. (USA), Inc"
10-0-1526,
10-0-1658 Caroline,"Cambell, John W., Inc. Mills, Inc."
10-0-1713,"Caroline Mills, Inc."
24-0-64,Chase National Bank.
20-0-1229,Cheney California Lumber Co
13-0-2332,"Cleveland Container Co., The"
18-C-1104,"Cliffs Dow Chemical Co., The."
10-0-1506,Consumers Lumber & Veneer Co.
16-0-1207,Continental Oil Co. Co.
16-0-1219,Continental Pipe Line
2-0-5983,Crucible Steel Co. of America.
