row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
AFL-C10 v Local,119 192,118 185,24,,,94 134,1,0,0,,,0,0
Teamsters v Local,,,,51,,,7,0,,0,,o,0
Local v Local,50,37,,,,37,0,,,,,6,7
2-umon elections,744,653,224,84,80,265,18,23,14,0,3,6,50
Total RD elections,33354,8220,6009,1301,231,679,4070,6450,4976,975,67,432,14614
