row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Food and kindred products,223,95,44,37,1,13,128,14967,13032,7494,4226,1477,181,1610,5538,8547
Textile mill products,48,19,13,5,0,1,29,8616,7902,4063,2964,160,0,939,3839,3065
Apparel and other finished products made from fabric and similar materi- als,31,12,12,0,0,0,19,2513,2265,997,890,81,0,26,1268,974
Lumber and wood products (except fur- niture),85,32,19,7,1,5,53,5124,4606,2102,1487,342,9,264,2504,1624
Furniture and fixtures,55,23,17,4,0,2,32,3374,2983,1124,804,249,0,71,1859,808
Paper and allied products,49,17,13,1,0,3,32,2732,2485,1087,973,53,7,54,1398,658
"Pnnting, publishing, and allied products",108,39,28,2,0,9,69,4607,4105,2232,1795,168,7,262,1873,2235
Chemicals and allied products,98,37,19,14,0,4,61,9185,8375,3616,2555,346,83,632,4759,2224
Petroleum refining and related indus- tries,32,15,9,5,0,1,17,1287,1208,596,436,82,5,23,662,369
Rubber and miscellaneous plastic prod- ucts,84,21,14,6,0,1,63,6696,6184,2491,1777,569,26,69,3743,1552
Leather and leather products,19,7,4,1,0,2,12,3385,3052,1253,651,237,0,365,1799,1204
"Stone, clay, glass, and concrete products",88,32,17,11,0,4,56,3440,3175,1791,1266,314,0,211,1384,1722
Primary metal industries,106,46,36,8,1,1,60,7994,6943,2931,2550,325,8,48,4012,1959
Fabricated metal products (except ma- chinery and transportation equipment),161,52,40,10,2,0,109,7194,6615,2955,2151,422,245,137,3660,1637
Machinery (except electrical),184,72,45,18,2,7,112,13784,12216,4628,2595,789,45,1199,7588,3073
"Electncal and electronic machinery, equipment, and supplies",105,40,29,6,2,3,65,12855,11619,5165,3723,562,603,277,6454,4163
Aircraft and parts,77,27,19,6,1,1,50,9606,8592,4484,3615,430,21,418,4108,2769
Ship and boat building and repairing,13,3,1,0,1,1,10,1569,1457,620,407,70,139,4,837,273
Automotive and other transportation equipment,10,3,3,0,0,0,7,866,788,311,304,7,0,0,477,116
"Measuring, analyzing, and controlling Instruments, photographic, medical, and optical goods, watches and clocks",42,14,10,3,0,1,28,3107,2827,1160,938,209,0,13,1667,660
Miscellaneous manufacturing mdustries,236,75,49,19,1,6,161,12822,11041,4436,2751,957,104,624,6.605,2.796
Manufacturing,1854,681,441,163,12,65,1173,135723,121470,55436,38858,7849,1483,7246,66034,42338
