row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
"C. By amounts of monetary recovery, total",82158463,77566573,29395032,1614687,6122858,32602966,7831030,"$4.591,890",390003,58485,40000,3659686,443716
"Backpay (mcludes all monetary payments ex- cept fees, dues, and fines)",79608425,76035008,29042646,1590799,6052858,31548062,7800643,3573417,349904,58485,0,2774820,390208
"Reimbursement of fees, dues, and fines ......",2550038,1531565,352386,23888,70000,1054904,30387,1018473,40099,0,40000,884866,53508
