row_label,Size of unit (number of employees),Number eligible to vote,Total elections,Percent of total,Cumulative percent of total,Elections in which representation rights were won by / AFL-CIO unions / Number,Elections in which representation rights were won by / AFL-CIO unions / Percent by size class,Elections in which representation rights were won by / Teamsters / Number,Elections in which representation rights were won by / Teamsters / Percent by size class,Elections in which representation rights were won by / Other national unions / Number,Elections in which representation rights were won by / Other national unions / Percent by size class,Elections in which representation rights were won by / Other local unions / Number,Elections in which representation rights were won by / Other local unions / Percent by size class,Elections in which no representative was chosen / Number,Elections in which no representative was chosen / Percent by size class
A. CERTIFICATION ELECTIONS (RC & RM) — section header,,,,,,,,,,,,,,,
Total RC & RM elections,582212,8163,100.0,,3170,100.0,1364,100.0,320,100.0,141,100.0,3168,100.0,
Size-bracket,,,,,,,,,,,,,,,
