row_label,col_1,col_2
Total number of cases closed before issuance of complaint,288,100.0
Agreement of the parties-informal settlement,136,47.2
Before 10(k) notice,95,33.0
"After 10(k) notice, before opening of 10(k) hearing",36,12.5
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute",5,1.7
Compliance with Board decision and determination of dispute,1,0.3
Withdrawal,113,39.2
Before 10(k) nodce,97,33.7
"After 10(k) notice, before opening of 10(k) hearing",10,33
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute",6,' 2.1
After Board decision and determination of dispute,0,0.0
Dismissal,38,13.2
Before I0(k) notice,26,9.0
"After 10(k) notice, before opening of 10(k) hearing",7,2.4
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute",o,0.0
By Board decision and determination of dispute,3,1.7
