row_label,col_1,col_2
Chicago Rotoprint Co,45,1263
Chicago Screw Co,44,1365
"Chicago Sun, The",46,1335
Chillicothe Paper Co,49,797
"Chrysler Corp., Highland Park Plant",44,881
"Chrysler Corp., Marysville, Mich",46,411
"Chrysler Corp., Plymouth Plant",48,512
"Chrysler Corp., Detroit, Mich",50,484
"Chrysler Corp., Desoto Warren Plant",49,794
"Chrysler Corp., Ordnance Plant",47,260
Chrysler Motors Parts Corp,42,313
Chicago Molded Products Corp,49,756
Cincinnati Bickford Tool Co,50,799
"Cities Service Oil Co., Production and Service Department, Kansas",42,45
City National Bank & Trust Co. of Chicago,50,516
City Welding & Machine Co,46,1357
Clearing Machine Corp,48,1229
"Cleveland Container Co., No. 2 Plant",47,1309
"Clock, W.H",50,64
"Coca-Cola Bottling Co., Barnabucci, John, d/b/a",46,799
"Coggins Granite & Marble, Inc",48,927
Coleman Furniture Corp,49,502
"Collis Co., The",46,680
Colonial Life Insurance Co. of America,42,1177
"Colonial Press, Inc., The",50,823
"Colorado Fuel & Iron Corp., The",46,387
"Colorado Milling & Elevator Co., The",45,1074
Colorado Portland Cement Co,45,197
"Columbia Broadcasting System, Inc",47,1225
"Columbia Metal Co., Inc",42,1347
Columbia Pictures Corp,44,1292
Columbus Iron Works Co,47,430
Columbus-McKinnon Chain Corp,45,308
"Combustion Engineering Co., Inc",46,937
Commercial Solvents Corp,45,141
Condenser Corp. of America,48,528
Connor Lumber & Land Co,47,867
Conro Mfg. Co,47,456
"Consolidated Aircraft Corp., Plant No. 3",47,30
"Consolidated Aircraft Corp., Camp Consair, Calif",45,1155
"Consolidated Aircraft Corp., Camp Consair, Calif",49,528
"Consolidated Aircraft Corp., Tucson Division",46,493
"Consolidated Aircraft Corp., San Diego, Calif Consolidated Chemical Industries, Inc",48 44,106 985
Consolidated Coppermine Corp,48,1274
