row_label,col_1,col_2,col_3
21-RC-227,"Schwien, L. N., Engi- neering Co.",14-RC-188,"Swaine, Fred J., Manu- facturing Co."
5-RC-35,Seaboard Salvage Co.,9-RC-99,Swift & Co.
13-RC-139,"Sebastin Hat Co., Ed- ward F. Swartzloff &",10-RC-193 16-RC-25,"Swift & Co. Swift & CO., Houston"
2-RC-236,"Otto R., d/b/a. Sedgwick Machine Works, Inc.",31-RC-26,"Texas Oil Mill. Swift & Co., Food Divi- sion."
18-RC-68 13-RC-62,Selmix Dispenser Corp. Shafer Bearing Corp.,3-RC-88,"Syracuse Auto Parts, Inc."
16-RC-119,Shamrock Oil & Gas Corp.,17-RC-21,Tamko Asphalt Products Co.
1-RC-201,"Shannoc Narrow Fabric Co., Trimtex Division",13-RC-145,", Taylor Engineering Co.. The."
,of.,10-RC-28,Tennessee Coach Co.
8-RC-114 14-RC-115,"Shelby Salesbook Co. Shell Oil Co., Inc., Wood River Refinery.",16-RC-70,"Texas Co., The, Port Arthur Works & Ter- minal."
2-RC-187,"Sinclair Refining Co. Sinclair-Scott Co., The.",10-RC-101,"Textile Broadcasting Co.,"
5-RC-8 4-RC-115,,,"Radio Station WMRC. Textile Machine Works,"
17-RC-42,"Skyline Hosiery Co. Smith-Dorsey Co., The.",4-RC-94,Inc.
18-RC-75,"Smith, Hinchman &",30-RC-29,Thermo Petroleum Co.
,"Grylls, Inc.",13-RC-20,"Todt, R. G., Co."
10-RC-61 14-RC-229,Southeastern Metals Co. Southern Equipment Co.,13-RO-1,Tousey Varnish Co.
14-RC-187,South Side Machine Co.,1-RC-344,"Underwood Corp., New"
14-RC-285,Specialty Tool Manufac- turing Co.,,Hartford Plant. Underwood Corp.
18-RC-49,"Speedometer Service & Accessories Co., Inc.",5-RC-12 14-RC-21,Unexcelled Die & Sup- ply Co.
19-RC-55,"Spokane Dry Goods Co., d/b/a The Crescent.",13-RC-43 18-RC-39,Union Iron Works. Unique Balance Co.
17-RC-29 9-RC-41,Springfield Grocery Co. Springfield Leather Prod-,8-RC-115,United Screw & Bolt Corp.
2-RC-226,"ucts Co., The. Standard Gage Co., Inc. Standard Machine dr",2-RC-317,United States Galvaniz- ing & Plating Equip- ment Co. -
14-RC-244,Manufacturing Co.,13-RC-109,United States Rubber Co.
1-RC-431 9-RC-67,Standard Machinery Co. Standard Oil Co. Standard Oil Co.,14-RC-286,United States Smelting Furnace Co.
9-RC-68 20-RC-164,Standard Oil Co. of Cali-,14-RC-18,Universal Die Co.
,fornia Motor port Department.,14-RC-154 18-RC-21,Universal Match University Truck
30-RC-14,Trans-,,Corp. Sales.
,Standard Oil Co. of In- diana.,1-RC-250,"Vermont American Fur, niture Corp."
1-RC-10,"Stanley Works, The Pres- ton Plant.",10-RC-54,Vestal Lumber & Manu- facturing Co.
16-RC-36 14-RC-172,Star Engraving Co. Star Peerless Brewing Co.,14-RC-90,"Victory Engineering & Machine Works, Inc."
14-RC-278 35-RC-15,Staunton Telephone Co. Stedman Foundry,14-AC-112,Vulcan Iron Works
,"& Machine Works, Inc.",1-RC-39,Walsh Body & Trailer
14-RC-118,"Sterling Aluminum Prod- ucts, Inc.",M.-RC-198,"Corp. Walworth Co., East St."
2-RC-142 1-RC-173,"Stern, I., & Co., Inc. Stibbs",,"Louis Works. Waterbury Companies,"
,"Transportation Lines, Inc.",1-RC-406,Inc.
3-RC-68,Stromberg-Carlson Co. Studebaker Machine,10-RC-31,Watkins Lumber Co. Waxide Paper Co.
13-RC-78 10-RC-218,Co. Sunshine Biscuit,17-RC-74 15-RC-29,"Weatherhead Co.,"
,"Co., Inc.",1-RC-251,The. Wells Bronze & Alu-
14-RC-17,,,
,Superior Cutting Die Co.,,minum Corp.
