row_label,col_1,col_2,col_3
Inland Steel Co,"June 28,1937 May 26,1938","Oct. 13,1937 June 1, 1938","io Apr. 5, 1938"
"International Agricultural Corporation International Agricultural Corporation (of Mt. Pleasant,",,,(I)
,do,do,(1) (u)
"Tenn., plant) International Shoe Co","Feb. 23, 1938","Feb. 24,1938",
Do,Mar.,,
,"7,1938","May 7, 1938",
International Ticket Co,"Jan. 24,1938","Jan. 24,1938",(( :i
Interstate Aircraft & Engine Corporation,"Apr. 18, 1938",Apr. 25.1938,( 2
Interstate Granite Corporation,"Dec. 13, 1937","Dec. 15, 1937",(r)
Isthmian Steamship Co,"Dec. 21, 1937","June 10,1938",(3)
Iowa Packing Co,,,
,"Feb. 25, 1938","Mar. 2,1938",
"Jac Feinberg Hosiery Mills, Inc","Jan. 17,1938","Jan. =, 1938",
"Jacob A. Hunkele, trading as Tri-State Towel Service of Independent Towel Supply Co","Nov. 26, 1937","Nov. 26, 1937","June 29,1938"
Do,do,,Do.
J. Greenbaum Tanning Co,"Feb. 19,1938","do Feb. 24, 1938",(2)
J. Klotz & Co,,,
,"Dec. 10,1937","Mar. 14, 1938 Dec. 10, 1937",(2) (2)
"Jackson Daily News, Inc","Dec. 9,1937",,(2)
James F. Kane Co,"Aug. 23,1937","Aug. 25, 1937",
Jamestown Veneer & Plywood Corporation,"Nov. 8, 1937","Nov. 8, 1937 Aug. 13, 1937","Feb. 25,"
"Jacobs Brothers Co., Inc","July 29, 1937",,1938
Jefferson Electric Co J. Chesler & Sons Co,"Oct. 21,1937","Oct. 26,1937 May 18, 1938",
,"May 18,1938","Apr. 26,1938",
"Jefferson Lake Oil Co., Inc John Lucas & Co., Inc","Apr. 18,1938 Oct. 11,1937","Oct. 15, 1937",(2)
"John Minder & Son, Inc","Aug. 25,1937 Apr. 7,1938","Aug. 31,1937 Apr. 13,1938","Apr. 22,1938 (1)"
"Joliet Wrought Washer Co Joseph Birnbaum & Lewmac Furs, Inc","20, 1938","June 23,1938",
,June,,
Joseph H. Meyer & Bros.,"Apr. 13, 1938","May 18,1938",
J. W. Beasley,"16, 1937","Dec. 16, 1937 Dec. 18,1937","June 23, 1938"
"Julius Breckwoldt & Son, Inc",Dec. 14.1937,,
,"Dec. Mar. 21, 1938","Mar. 25, 1938",
I. \Visa and Sons Co Kansas City Power & Light Co,"8,1938","Jan. 28, 1938",(3)
Kansas City Structural Steel,"Jan. 27,1938",,
,June,"Aug. 18, 1937","Mar. 31,"
"Kelly-Springfield Tire Co Kessner & Rabinowitz, Inc","Aug. 12,1937 Mar. 24, 1938","Mar. 25,1938",1938
Keystone Manufacturing Co Kiddie-Kover Manufacturing Co. (Arthur J. Colten and,"Nov. 15,1937","Nov. 24, 1937",
Abe J. Colman),"Oct. 4, 1937","Oct. 7,1937","Mar. 31,1938"
Killark Electric Manufacturing Co,,"June 7,1938","June 24,1938"
"Killefer Manufacturing Corporation, Limited Kingan and Co., Inc","Apr. 28, 1938 Mar. 24,1938","Mar. 24, 1938",
,"Nov. 8,1937","Nov. 10,1937",
"Kingsbury Manufacturing Co Knickerbocker Broadcasting Co., inc","Apr. 20,1938","Apr. 27,1938",
,,,"Feb. 21,"
Knoxville Glove Co,"July 29,1937","July 31, 1937",1938 (22
Knoxville Publishing Co,"Feb. 3,1938","Feb. 18, 1938",
Kokomo Sanitary Pottery Corporation,"Dec. 13,1937","Dec. 17,1937",
"Koss Shoe Co., Inc","Feb. 21,1938","Feb. 21,1938","May 20,"
Kuehne Furniture Co,"Aug. 3,1937","Aug. 13,1937",
"K. V. 0. S., Inc","Apr. 22, 1938","Apr. 23,1938",1938
L. A. Brick & Clay Products Co,"Dec. 16,1937","Jan. 10,1938",
La Crosse Garment Industries,"16, 1937","Nov. 16, 1937","Feb.7, 1938"
,"14, 1937","Oct. 26,1937",(2)
Lady Ester Lingerie Corporation Lafayette Hotel,"Nov. 21,1938","Mar. 24,",(2)
"Laird, Schober Co., Inc","Oct. Mar. 2, 1938","1938 June 7,","(2) Oct. 28, 1937"
Lamb Glass Co,"29,1937","July 29,1937","June 13,1938"
Lane Cotton Mills Co,"June Oct. 18, 1937","1938 Oct. 26,1937",
,July Jan.,,(5)
Lancaster Iron Works,"17,1938 July 20,1937","Feb. 8,1938 July 23, 1937","June 13, 1938"
Lane Cotton Mills,"30, 1938",,
Lansing Co,,"Dec. 7,",(9
Larson-Nash Motors Co,"June Dec. 3, 1937",,
,"10, 1937","1937 June 22,",
"L. C. Phenix Co L. C. Smith & Corona Typewriters, Inc","23,1938","1938 June 24,",
,Dec.,1938,
Do,"June Feb. 7,1938","Feb. 7,1938",(2)
,(12),"("")","Oct. 8, 1937"
Lee Clay Products Co,"Nov. 29, 1937",,
,,"Dec. 4,1937",
Lengel-Fencil Co •,,,
