row_label,Number eligible to vote,Total elections,Total elections — Percent of total,Total elections — Cumulative percent of total,Elections in which representation rights were won by — AFL-CIO unions — Number,Elections in which representation rights were won by — AFL-CIO unions — Percent by size class,Elections in which representation rights were won by — Teamsters — Number,Elections in which representation rights were won by — Teamsters — Percent by size class,Elections in which representation rights were won by — Other national unions — Number,Elections in which representation rights were won by — Other national unions — Percent by size class,Elections in which representation rights were won by — Other local unions — Number,Elections in which representation rights were won by — Other local unions — Percent by size class,Elections in which representative was chosen — Number,Elections in which representative was chosen — Percent by size class
Total RC and RM elections,478921,7206,100.0,,1902,,1002,,280,,251,,3796,
