row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine………………………………………………..,101,82,72,7,3,0,0,0,0,19,16,0,3,0,0,0
NewHampshire.…………………………………….,68,54,49,4,1,0,0,0,0,14,12,0,2,0,0,0
Vermont……………………………………………..,45,32,30,2,0,0,0,0,0,13,12,0,1,0,0,0
Massachusetts………………………………………..,937,790,633,130,16,9,0,1,1,136,127,1,8,2,0,9
RhodeIsland…………………………………………,191,167,135,28,2,0,0,2,0,19,17,0,2,2,0,3
Connecticut………………………………………….,814,660,505,134,15,1,0,4,1,151,136,0,15,1,0,2
NewEngland……………………………,2156,1785,1424,305,37,10,0,7,2,352,320,1,31,5,0,14
NewYork……………………………………………,3217,2663,1832,706,66,27,5,7,20,510,429,16,65,13,1,30
NewJersey…………………………………………..,1613,1280,976,241,37,16,3,1,6,318,282,7,29,3,1,11
Pennsylvania…………………………………………,2180,1822,1421,322,48,22,1,5,3,333,283,4,46,6,0,19
Middle Atlantic…………………………,7010,5765,4229,1269,151,65,9,13,29,1161,994,27,140,22,2,60
Ohio………………………………………………….,2324,2024,1500,441,45,8,21,7,2,287,233,8,46,8,1,4
Indiana……………………………………………….,926,774,612,141,9,8,1,0,3,144,109,4,31,5,0,3
Illinois……………………………………………….,1482,1074,766,227,51,16,0,1,13,386,310,7,69,13,1,8
Michigan…………………………………………….,1840,1512,1152,329,20,3,1,2,5,306,254,7,45,11,0,11
Wisconsin……………………………………………,657,491,394,88,6,1,0,0,2,151,110,1,40,8,0,7
East NorthCentral………………………,7229,5875,4424,1226,131,36,23,10,25,1274,1016,27,231,45,2,33
Iowa………………………………………………….,267,193,150,34,6,0,0,0,3,71,55,1,15,0,0,3
Minnesota……………………………………………,424,292,223,61,5,0,2,1,0,126,96,1,29,3,0,3
Missouri……………………………………………..,998,833,589,199,27,17,0,0,1,158,117,10,31,5,0,2
NorthDakota………………………………………..,36,26,25,1,0,0,0,0,0,9,8,0,1,0,0,1
SouthDakota………………………………………..,27,18,16,2,0,0,0,0,0,9,8,0,1,0,0,0
Nebraska…………………………………………….,81,67,59,6,1,0,0,1,0,13,11,0,2,0,0,1
Kansas……………………………………………….,191,153,122,29,2,0,0,0,0,38,32,0,6,0,0,0
West North Central,2024,1582,1184,332,41,17,2,2,4,424,327,12,85,8,0,10
Delaware…………………………………………….,111,87,79,8,0,0,0,0,0,24,20,0,4,0,0,0
Maryland…………………………………………….,496,411,332,78,1,0,0,0,0,82,73,1,8,0,0,3
