row_label,col_1,col_2,col_3
1-RC-172 34-RC-55 32-RC-11 9-RC-98,"- Co., The. Paulis Silk Mill, Inc. Pedan Steel Co.",1-RC-93 2-RC-164,"Inc. Remington Rand, Inc. Remington Rand, Inc."
,Pepsi Cola Bottling Co.,8-RC-108,"Renner, George J., Brew- ing Co., The, Burk-"
,"of Memphis, Tenn. Pepsi Cola Concentrate",,hardt Brewing Co.
15-RC-7,Co. Permanente Metals Corp.,13-RC-206 '7-RC-62 14-RC-11,Republic Flow Meters Co. Reynolds Spring Co. • Rice-Stix Dry Goods Co.
19-RC-16,Permanente Metals Corp.,17-RC-78,"Rice-Stix Dry Goods Co., Factory No. 15."
13-RC-8 1-RC-23,Peru Radiator Co. Pfeffer -Manufacturing,9-RC-107 5-RC-25,"Rich Lumber Co. Richmond ,L umber& Building Supply Co."
21-RC-64,Co. Phelps Dodge Mercantile Co. .,9-RC-139 1-RC-163,Richter Transfer Co. River Point Finishing Co.
5-RC-28,"Philip Morris Tobacco Co., Inc.",10-RC-58 5-RC-43,Roane-Anderson Co. Roanoke Engraving Co.
9-RC-105 35-RC-27,"Phoenix Pie Co. Pierson-Hollowell Co., Inc.",30-RC-24,"Rocky Mountain Pipe Line Co., Continental Oil Co."
3-RC-85 6-RC-1,"Piorier &McLane, Corp. Pittsburgh . Limestone Corp., Kaylor plant.",33-RC-41,"Roderick Broadcasting Corp., Station KROD."
6-RC-14,"Pittsburgh Railways Co., W. D. George&","9-RC-73, 13-RC-251","Rose, Morton M. Co. Roseberg, J. H., Manu- facturing Co."
,"Thomas Fitzgerald, d/b/a.",21-RC-96' 2-RC-185,Royal Tallow &Soap Co.' Royal T y p e'w riter
36-RC-7 34,Pondosa Pine Lumber Co.,14-RC-132,"Co., Inc. Rub-R Engraving Co."
20-RC-2,Poultry Producer's of Central California.,19-R6-31,"S &WMilling Co., Inc."
20-RC-142,Poultry Producers of • Central California.,2-RC-58,Sacks Barlow Foundry Co.
3-RC-42,"Precision Castings Co., Inc.",1-RC-357,"Safety Car Heating &• Lighting Co., Inc."
1-RC-35,"Preferred Oil Co., Olindo Gallucio, d/b/a.",14-RC-37,St. Louis Public Service Co.
1-RC-348,Procter &Gamble Manu- facturing Co.,14-RC-2,St. Louis Refrigerating& Cold Storage Co.
21-RC-71,Procter &Gamble Man- ufacturing Co.,8-RC-133,St. Marys Manufacturing Co.
1-RC-421,"Providence Combing Co., Inc.",1-RC-27,"Salter Mills Co., M. Salter &Sons."
1-RC-9 30-RC-59,"Puritan Chevrolet, Inc. Purity Creamery.",13-RC-207 t' 7-RC-28,"Sampsel Time Controls. Sam's, Inc., Randolph Drug Co."
6-RC-9 1-RC-372,"Radio Corp. of America. Radio Wire &Television,",• 20-Rd-129,Santa Rosa Oil &Burner Co.
10-RC-163,Inc.,20-RC-136,San Joaquin Cotton Oil
10-RC-86 1-RC-235,"Ragland, Potter, &Co. Raycord, Inc. Raytheon Manufactur-",1-RC-230 8-RC-101,Co. Sargeant &Co. Save Electric Corp.
33:-RC-7,ing Co. Ravel Bros.,8-RC-96,"Schaeffer Body, Inc. Distilleries,"
1-RC-363,"Reading Preserving Co.,",35-RC-9,"Schenley Ific., Old Quaker Division."
4-RC-26,"Red Arrow Lines, Phila- delphia Suburban",16-RC-110,Schlumberger Well Sur- veying Corp.
,Transportation Co.,4-RC-111,Schutte SL Koerting Co.
10-RC-212.,"Reliable Transfer Co., Inc.",8-RC-48,"Schwartz, R. H., Rubber Co."
10-RC-213,Reliable 'Transfer,14-RC-111,Shampaine Co. . Sheffield Iron &Steel Co.
,"Co., Inc.","10-RC-7,",S h e 11 Chemical Corp..
15-RC-18,Reliance Manufacturing Co.,20-RC-96,Shell Point Plant.
