Standard Federal Region,All cases,All C cases,CA,CB,CC,CD,CE,CG,CP,All R cases,RC,RM,RD,UD,AC,UC
"Regions I-X breakdown (New England, Northeast, Mid-Atlantic, Southeast, Midwest, Plains, South Central, Mountain, Pacific, Northwest) and constituent states",,,,,,,,,,,,,,,,
