row_label,col_1
2-R-7141,"Jacoby-Bender, Inc."
11-RE-6,Jasper Cabinet Co.
11-R-1241,Jasper Desk Co.
11-R-1193,Jasper Novelty Furniture Co.
11-R-1196,Jasper Office Furniture Co.
11-RE-8,Jasper Veneer Mills.
11-RE-7,"Jasper Wood Products Co., Inc."
11-R-1078,Jenkins Coal Mining Co.
7-R-2572,Johnson Handley & Johnson Furniture Co.
5-R-2491,"Johnson, J. F., Lumber Co."
13-R-4141,Johnson & Johnson Co.
14-R-1427,K-M-D Mining Co.
21-R4510,"Kaiser Co., Inc. (Iron and Steel Division)."
7-R-2420,Kaiser-Frazer Corp.
2-B-6768,"Karron, David, Inc."
17-R-1704,Kaw Pipeline Co.
0-R-1375,Kendall Refining Co.
6-R-1558,"Kennametal, Inc."
16-R-1738,Kennecott Copper Corp.
8-R-2454,Kentucky Central Life & Accident Insurance Co.
16-R-1830,Kirby Lumber Co.
7-R-2619,"Kline, Lewis T., Co."
7-R-2435,Klise Mfg. Co.
11-R-1246,Knox Consolidated Coal Corp.
10-R-2573,Knox Metal Products Co.
13-R-4147,Knoxville Mining Co.
21-R-3458,Kohlenberger Engineering Corp. Co.
15-R-1954,Kohlmann Bros. & Sugarman
4-R-2229,"Koppers Co., Inc. Kress, S. H., & Co."
23-R-221 16-R-1825,Kroehler Mfg. Co.
13-R-3238,"Kroger Co., The."
14-R-1243,Kroger Grocery & Baking Co.
13-R-3876,Kropp Forge Co.
,Krueger Sentry Gauge Co.
13-R-3773,
13-R-3738,"La Salle-Crittenden Press, Inc. Lanett Bleachery & Dye Works."
10-R-1937 7-R-2362,Langs Plating & Mfg. Co.
1-R-3229,"Lasalle Upholstering Co., Samuel Selig, d/b/a. Inc."
4-R-2173,"Lenning, Chas., & Co.,"
8-R-1289,"Levor, G., & Co., Inc. Sons,"
1-R-3320,"Lewis, Philip & Inc., Reuren & Samuel Lewis, d/b/a."
2-R-6930,Liggett Drug Co.
7-R-2433,Light Metals Corp.
"2,R-6380",Lightwell Appliance
2-R-6516,Corp. Lightwell Appliance Corp.
8-R-2415,Lima Association of Beer Distributors.
19-R-1845,Lindeman Power & Equipment Co.
4-R-2422,Line Material Co. of Pennsylvania. Division.
15-R-2004,"Lion Oil Co., Chemical Mfg. Co."
18-R-1145 21-R-2885,Litchfield Lockheed Aircraft
,Corp. Lockheed Aircraft
21-R-3192,Corp. Corp.
21-R-3432,Lockheed Aircraft
4-R-1846,"Lonergan, J. E., Co. Bell Lumber Co.,"
20-R-1640 20-R-1789,"Long The Weed Division. Long Bell Lumber Co., Weed Division."
5-R-2402,Baltimore Press.
,"Lord Lorillard, P., Co."
9-R-2374,Cypress
15-R-2070,Louisiana Lumber Inc. Airplane Corp.
16-R-1577,"Co., Luscombe"
24-R-157,"Lykes Bros., SS. Co., Inc."
