row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
"72,640",12132,8136,2520,- 815,288,a,- - 316,10508,9177,738,593
"11, 469",5676,4342,889,142,90,1,94,5793,5091,340,362
"20 1,824",9,a,4 117,0,o,,0,11,9,1,1
,860,651,,54,13,,17,964,858,63,43
24,18,12,4,1,1,,0,6,5,0,1
264,145,116,23,1,0,,5,119,100,8,11
423,298,199,57,18,3,,19,125,100,14,11
480,179,149,19,5,0,,6,301,247,37,17
460,248,214,29,3,0,,2,212,186,14,12
402,155,118,27,7,2,,1,247,233,4,10
669,296,211,44,19,11,,7,373,334,17,22
658,267,205,36,13,7,,6,391,348,21,22
174,81,60,14,7,0,,0,93,70,6,17
403,188,160,23,4,0,,1,215,189,7,19
182,107,89,14,1,0,,3,75,68,4,3
621,297,227,44,14,8,,4,324,298,15,11
670,328,258,58,6,5,,1,342,308,15,19
"1,167",576,476,70,10,13,,6,591,522,33,36
862,3E0,315,50,14,1,,0,482,413,28,41
844,451,337,87,19,3,,4,393,330,24,39
220,152,107,30,14,0,,o,68,51,10,7
154,107,68,30,5,2,,2,47,45,1,1
388,223,159,33,14,12,,5,165,147,8,10
129,64,49,7,4,4 5,,0 5,65 184,63 167,2 8,0 9
15,5,5,0,0,0,,0,10,10,o,o
,,,,,,,,,,,
226,140,99,27,5,5,,a,as,76,6,4
62,19,16,3,0,0,,0,33,32,0,
93,,,,3,,,,,14,4,1
,75,46,20,,3,,a,18,6,,o
13,6,1,2,1,2,,0,7,,1,0
68,40,36,2,1,0,,0,28,24,1,3
