row_label,col_1,col_2
Abinante & Nola Packing Co. et al,26,119
Aerovox Corp,28,109
Alabama Power Company,29,52
Algoma Net Company,28,18
Algoma Plywood & Veneer Company,26,102
Allied Yarns Corporation,26,132
Aluminum Goods Manufacturing Company,25,106
American Enka Corporation,27,171
American Rolling Mill Company,27,96
American Smelting & Refining Company,29,69
"American Steel Scraper Company, The",29,136
Armour and Company,25,105
Armour and Company,32,104
Atlas Press Company,32,147
"Auburn Foundry, Inc",26,93
Bank of America National Trust & Savings Association,26,23
"Banner Slipper Co., Inc",31,105
"Barre Wool Combing Company, Limited, The",28,14
Bemis Bros. Bag Company,28,72
Berated Manufacturing Company,27,170
"Bingler Motors, Inc",30,153
"Bollman & Company, George W",29,115
"Bunte Bros., a corporation",26,131
B. Z. B. Knitting Co,28,45
California Prune and Apricot Growers Assn,27,45
Calvert Distilling Co,32,166
"Capital Broadcasting Company, Inc Carpenter Baking Company, a corporation, et al",30 29,25 13
"Carroll, William H",29,66
"Central Greyhound Lines, Inc., of New York",,
,27,163
"Cities Service Oil Company Cities Service 011 Company, The Pure Oil Company, The Texas",32,165
Company,25 25,12 57
Clarksburg Publishing Co. et al Cleveland-Cliffs Iron Company,30,154
"Cudahy Packing Company, The",27,31
"Cudahy Packing Company, The",27,102
,,133
"Cudahy Packing Company, The",29 31,162
"Cudahy Packing Company, The",25,93
Dain Manufacturing Company and Deere & Company,30,127
Dannen Grain & Milling Company Decatur Iron & Steel Company,29,150
Delaware-New Jersey Ferry Company,30,120
Diamond Alkali Company et al,30,111
Dixie Motor Coach Corporation et al,25,98
"Dotson, V. M",27,123
"Excel Curtain Company, Inc",,
,25,65
