row_label,col_1,col_2,col_3
6-RC-298,"Remington Rand, Inc.",17-RC-364,Standard Rendering Co. Manu-
8-RC-406,"Remington Rand, Inc.",14-RC-467,Steel Products facturing Co.
14-RC-579 14-RC-291,"Remington Rand, Inc. Rhodes Burford House",9-RC-212,"Steiden Stores, Inc."
,Furnishing Co. Rialto Bar.,18-RC-341,Sterling Dental Labora- tory.
37-RC-24 15-RC-181,Rice-Stix Co.,1-RC-676,"Stowe-Woodward, Inc."
21-RC-442,"• Robertshaw Thermostat Co., Grayson Con-",1-RC-316,Strand Leather Goods Co.
13-RC-336,trols Division of. Ro ck-Ola Manufactur- ing Corp.,16-RC-129,"Sun Chemical Corp., Warwick Wax Co., Sub of."
4-RC-288,Rodic Rubber Corp.,16-RC-277,Sunray Oil Corp.
4-RC-284,Rohm & Haas Co.,5-RC-218,Superior Fireplace Co.
3-RC-188,"Rollway Bearing Co.,",3-RC-260,Swift & Co.
,Inc.,6-RC-182,Swift & Co.
16-RC-198,Rowe Tool & Die Co.,9-RC-219,Swift & Co.
1-RC-962,"Royal Crown of Boston, Inc.",10-RC-177,Swift & Co.
14-RC-468,Rozier-Ryan Co.,10-RC-179,Swift & Co. Swift & Co.
14-RC-471,Rueseler Motor Co.,10-RC-441 10-RC-461,Swift & Co.
20-RC-202,"Ryerson, Joseph T., &",10-RC-491,Swift & Co.
,"Son, Inc.",13-R C-601 18-RC-293,Swift & Co. Swift & Co.
32-RC-80,"Safeway Stores, Inc.",18-RC-295,Swift & Co. Swift & Co.
32-RC-107,"Safeway Stores, Inc.",20-RC-486,
32-RC- 147,"Safeway Stores, Inc.",21-RC-826,Swift & Co.
14-RC-392,St. Louis Die Casting Co.,30-RC-91 32-RC-38,Swift & Co.
14-RC-189,St. Louis Plastic Mould- ing Co.,34-RC-131,Swift & Co. Swift & Co.
17-RC-245,Santa Fe Trail Trans- portation Co.,35-RC-69,"Tell, William Wood- crafters, Inc."
13-RC-298 2-RC-662,"Sasgen Derrick Co. Schick, Harry C., Inc.",32-RC-118,Terminal Van & Storage
14-RC-343,Schlueter Manufactur-,32-RC-124,Co. Terminal Warehouse Co.
2-RC-415,ing Co. Schultz Engineering Co.,16-RC-239,"Texas Co., The."
35-RC-169,,16-RC-295,"Texas Co., The."
,"Scott, Earl J., Co.",39-RC-24,"Texas, Co., Sales De-"
14-RC-245,Seidel Coal & Coke Co.,,
37-RC-15,"Service Motor Co., Ltd. Shannock Narrow Fab-",3-RC-134,"partment, The. Thompkins Brothers Co."
1-RC-581,"rics Co., Shannock, Division of.",2-RC-532,Times Square Stores Corp.
13-RC-439,"Sheffer Printing Corp., The.",17-RC-324,"Topeka Foundry & Iron Works. Tower, A. J., Co."
30-RC-176,"Shwayder Brothers, Inc.",1-RC-978,Traders Gate City Na-
2-RC-417,Simpro Corp.,17-RC-279,tional Bank of Kansas
16-RC-358 16-RC-375,Sinclair Refining Co. Sinclair Refining Co.,,"City, Mo. Transcontinental"
16-RC-382,Sinclair Refining Co.,17-RC-249,Bus System Inc. (Sante
13-RC-326,Size Control Co.,,
1-RC-688,"Smith Douglas Co.,",,Fe Trailways Divi- sion).
34-RC-47,"Inc. Smoky Mountain Stage, Inc.",3-RC-51,Transmission Bearing Co.
10-RC-189,"Southern Bleachery & Print Works, Inc.",13-RC-550,Trumbull Asphalt Co.
5-RC-130,"Southern Dairies, Inc.",18-RC-259,
,,,Twin City Castings Co.
16-RC-136 34-RC-116,"Southern Express, Inc. Southern Screw Co.",1-RC-546 14-RC-335,Underwood Corp. Underwood Corp.
7-RC-434 13-RC-258,Square DCo. Standard Brass Co.,5-RC-310,"Union Abattoir, Inc. Union Carbide &"
10-RC-523,Standard Coffee Co. Standard Oil Co. of,21-RC-273,Car- bon Corp.
20-RC-275,,,
,California. Corp.,14-RC-464,United Tool & Manu-
,Standard Process,,
13-RC-668,,,facturing Co.
