row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21
700-799.................,310,1.2,84.1,250,1.2,54,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.9,3,1.1,0,0.0
800-899.................,272,1.0,85.1,205,1.0,59,1.1,3,0.8,0,0.0,0,0.0,1,3.6,0,0.0,4,1.4,0,0.0
900-999.................,191,0.7,85.8,154,0.8,37,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"1,000-1,999...........",1674,6.3,92.1,1148,5.7,492,8.9,6,1.6,2,1.4,0,0.0,5,17.9,0,0.0,21,7.6,0,0.0
"2,000-2,999...........",654,2.4,94.5,457,2.3,178,3.2,4,1.1,0,0.0,0,0.0,2,7.1,0,0.0,13,4.7,0,0.0
"3,000-3,999...........",315,1.2,95.7,191,0.9,114,2.1,1,0.3,0,0.0,0,0.0,1,3.6,0,0.0,8,2.9,0,0.0
"4,000-4,999...........",160,0.6,96.3,90,0.4,67,1.2,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.7,0,0.0
"5,000-9,999...........",468,1.8,98.1,326,1.6,123,2.2,4,1.1,6,,,,,,,0.0,6,2.2,,0.0
"Over 9,999............",514,1.9,100.0,407,2.0,83,1.5,14,3.7,2,4.3 1.4,1 1,5.0 5.0,2 1,7.1 3.6,0 0,0.0,6,2.2,0 0,0.0
