row_label,col_1,col_2,col_3
1-RC-529,Associated Shoe Indus- tries of Southeastern,10-RC-273,"Block Brothers, George Block."
2-RC-538,Massachusetts. Athens Brush Co.,13-RC-444,Block & Kuhl Depart- ment Store.
19-RC-192,Atkinson & Jones Co.,34-RC-39,Blue Channel Corp.
19-RC-138,"Atkinson, Guy F., Co.",20-RC-36,Blue Diamond Corp.
10-RC-452,Atlanta Coca-Cola Bot- tling Co.,10-RC-230 18-RC-69,Boaz Mills Inc. Boggs Manufacturing
10-RC-215,Atlantic Cooperage Co.,,Co.
10-RC-545,Atlanta Metallic Casket Co.,3-RG-148 18-RC-347,Boland & Cornelius Co. Boland Manufacturing
10-RC-65,Atlanta Tile & Brick Co.,2-RC-775,"Co. Bonat, Samuel, &"
39-RC-55,"Atlantic Commission Co., Inc.",4-RC-374,"Brother, Inc. Bond Crown & Cork"
16-RC-330,Atlas Life Insurance Co.,,Co. •
18-RC-367,Atlas Plywood Corp.,2-RC-312,Bond Industrial Main-
13-RC-672 1-RC-931,Atlas Tag Co. Atwood Motor Co.,4-RC-410,"tenance Co. Bond Stores, Inc."
3-RC-119,Auto-Lite Battery,2-RC-1026,"Bonwit Teller, Inc."
7-RC-508,Corp. Auto-Lite Battery Corp.,7-RC-65,"Booth Radio Stations,"
13-RC-68,,,Inc.
,Automatic Electric Co.,,
13-RC-72 13-RC-404,Automatic Electric Co. Automatic Electric Co.,7-RC-118,"Booth Radio Stations, Inc."
13-RC-663,Automatic Paper Box Corp.,16-RC-256,"Borden Co., The."
,,39-RC-56 7-RC-462,"Bordo Products Co. Borg-Warner, Ingersoll"
10-RC-136 21-RC-481,"Baines Peanut Co. Ball Brothers Co. of California, Inc.",14-RC-348,"Steel Division. Borg-Warner Corp., Norge Division of."
20-RC-361 5-RC-287,"Ballentine Produce Co., Inc.",21-RC-359,"Braun Corp., Industrial Chemicals."
,Baltimore Steam Packet Co.,10-RC-485 2-RC-934,"Bray, J. N., Co., The. Broadway Iron & Pipe"
1-RC-846,"Bangor Egg Co., Inc.",,Corp.
2-RC-584,"Barrow, H., Co., Inc. Barry, Martin J., Inc.",35-RC-146,"Broderick Co., The"
5-RC-265 1-RC-939,,15-RC-176,"(Header-Press Plant). Brown Oil Tools, Inc."
10-RC-552,"Bartlett, F. A., Tree Export Co., The. Prod-",10-RC-284,"Brown, Pryor Transfer Co."
,"Bassett's Dairy ucts, Inc.",14-RC-470,"Brown Shoe Co., Inc."
4-RC-272,Baugh & Sons Co.,4-RC-147,"Brumach, A. J., Inc. Brunswick Balke Col-"
16-RC-361 21-RC-616,Beatrice Foods Co. Bechtel Corp.,7-RC-421,lender Co.
1-RC-514,"Belle Moccasin,",,
,Inc.,9-RC-321,"Bryant, James, Motors,'"
19-RC-135 13-RC-418,Bell Wyman Co. Belmont Radio Corp.,34-RC-102,Inc. Burgess Manufacturing
1-RC-425 9-RC-291,Benrus Watch Co. Bentwood,2-RC-754,Co. Burroughs Adding
,"Products, ' Inc.",,Ma- chine Co.
7-RC-294,"Beurmann-Marshall, Inc.",1-RC-794,"Burrows & Sanborn,"
1-RC--782,"Bigelow-Sanford Car- pet Co., Inc.",39-RC-57,Inc.
34-RC-87,Biltmore Manufacturing,35-RC-46,Byron-Jackson Co. Cadick Milling Co.
15-RO-190,Co. Binswanger Mirror Co.,32-RC-56 20-RC-214,Cain Canning Co. Calaveras Cement
30-RC-107,Birdsall-Stockdale Mo-,9-RC-270,"Co. Caldwell, W. E., Co."
10-RC-243,tor Co. Birmingham Paper Co.,20-RC-325 15-RC-204,"California Growers, Inc. Calmes Engineering"
,"Birtman Electric Co.,",,Co.
13-RC-135,Rock Island Division.,1-RC-242,Cambridge Plating Inc.
,,,"Co., Co."
8-RC-262,"Bliss, E. W., Co.",36-RC-162,Cape Arago Lumber
,"Bloomingdale Brothers,",,Carbide & Carbon
,,10-RC•76,Chemicals Corp.
2-RC-887,Inc.,,
