row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois.............................................,144,84,32,51,1,60,6472,5506,3291,1387,1878,26,2215,3793
Indiana............................................,46,27,15,12,0,19,3254,2189,1139,772,367,0,1050,2327
Michigan.........................................,70,41,18,21,2,29,3781,3093,1746,720,989,37,1347,2003
Ohio................................................,92,46,17,28,1,46,5616,4724,2449,798,1400,251,2275,2484
Wisconsin.......................................,43,23,13,10,0,20,1230,1043,597,308,247,42,446,655
East North Central.....................,395,221,95,122,4,174,20353,16555,9222,3985,4881,356,7333,11262
Alabama..........................................,17,13,8,5,0,4,1242,1028,664,346,318,0,364,935
Kentucky.........................................,18,10,4,6,0,8,1103,980,465,319,146,0,515,494
Mississippi......................................,9,5,4,1,0,4,674,671,407,307,100,0,264,428
Tennessee........................................,18,8,3,5,0,10,1823,1552,710,557,153,0,842,409
East South Central.....................,62,36,19,17,0,26,4842,4231,2246,1529,717,0,1985,2266
Puerto Rico.....................................,31,19,4,6,9,12,1825,1404,802,58,95,649,602,1363
U.S. Minor Outlying Islands...........,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands..................................,6,3,0,0,3,3,396,250,104,10,0,94,146,238
Island Areas...............................,37,22,4,6,12,15,2221,1654,906,68,95,743,748,1601
New Jersey......................................,118,71,25,42,4,47,12254,7091,4960,1722,3167,71,2131,10621
New York........................................,251,151,34,100,17,100,16242,11895,7623,2075,4943,605,4272,10865
Pennsylvania...................................,111,50,20,29,1,61,6474,5945,2891,1053,1828,10,3054,2485
Middle Atlantic..........................,480,272,79,171,22,208,34970,24931,15474,4850,9938,686,9457,23971
Arizona...........................................,19,15,9,4,2,4,2513,1941,1068,736,81,251,873,1266
Colorado.........................................,17,5,1,4,0,12,1618,1497,793,536,257,0,704,626
Idaho...............................................,2,2,2,0,0,0,361,328,178,178,0,0,150,361
Montana..........................................,12,7,3,3,1,5,369,294,182,102,61,19,112,322
Nevada............................................,17,11,4,6,1,6,3154,2809,1619,699,668,252,1190,2163
New Mexico....................................,16,12,7,5,0,4,1441,1199,685,506,174,5,514,1141
Utah.................................................,4,3,2,1,0,1,281,271,135,121,14,0,136,133
Wyoming........................................,2,0,0,0,0,2,10,9,2,0,2,0,7,0
Mountain....................................,89,55,28,23,4,34,9747,8348,4662,2878,1257,527,3686,6012
Connecticut.....................................,52,35,9,25,1,17,5618,4593,2788,1542,1153,93,1805,4614
