row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Food and kindred products,1532,1291,1000,280,8,2,0,0,1,225,187,7,31,2,1,13
Tobacco manufacturers,19,18,12,6,0,0,0,0,0,1,0,0,1,0,0,0
Textile mill products,246,221,188,33,0,0,0,0,0,25,17,0.,8,0,0,0
Apparel and other finished products made from fabric and similar materials,204,183,158,24,1,0,0,0,0,18,12,1,5,2,0,1
Lumber and wood products (except furniture) ......... ...................,305,237,205,30,1,1,0,0,0,59,43,0,16,2,0,7
Furniture and &hues,243,207,173,31,3,0,0,0,0,35,32,0,3,1,0,0
Paper and allied products,469,410,323,87,0,0,0,0,0,55,40,1,14,3,0,1
"Printing, publishing, and affied products",670,580,461,112,3,4,0,0,0,75,49,4,22,0,0,15
Chemicals and allied products,521,428,352,72,2,0,1,0,1,89,66,3,20,3,1,0
Petroleum refining and related industries,197,166,142,20,3,1,0,0,0,26,16,0,10,0,4,1
Rubber and miscellaneous plastic products,479,428,355,69,3,0,0,0,1,48,38,1,9,1,0,2
Leather and leather products ',41,35,30,4,1,0,0,0,0,6,6,0,0,0,0,0
"Stone, clay, glass, and concrete products ........... ......... ..... .............",531,422,310,95,7,5,0,0,5,105,73,6,26,2,1,1
Primary metal industries,934,806,608,193,4,1,0,0,0,117,83,4,30,5,0,6
Fabricated metal products (except machinery and transportation,,,,,,,,,,,,,,,,
equipment),1026,897,714,169,6,3,1,0,4,123,96,1,26,1,0,5
• Machinery (except electrical),1 . 056,913,781,124,6,2,0,0,0,140,111,5,24,0,0,3
"Electrical and electronic machinery, equipment, and supplies",504,450,326,120,4,0,0,0,0,50,32,1,17,1,0,3
Aircraft and parts,264,258,143,115,0,0,0,0,0,6,6,0,0,0,0,0
Ship and boat building and repairing,132,123,89,34,0,0,0,0,0,9,7,2,0,0,0,0
Automotive and other transportation equipment ....... ..................,910,794,536,258,0,0,0,0,0,111,92,1,18,3,1,1
"Measuring, analyzing, and controlling instruments; photographic, medical, and optical goods, watches and clocks",140,118,90,27,0,0,0,0,1,21,14,1,6,1,0,0
Miscellaneous manufacturing industries,193,159.,121,37,1,0,0,0,0,33,26,0,7,1,0,0
Manufacturing,"10,616 -",9144,7117,1940,53,19,2,0,13,1377,1046,38,293,28,8,59
,61,56,50,6,0,0,0,0,0,5,2,0,3,0,0,0
Metal mining,129,,108,,,0,0,0,0,7,4,,,0,0,0
Coal mining Oil and gas extraction,24,122 15,12,10 3,4 0,0,0,0,0,9,6,0 0,3 3,0,0,0
Mining and quarrying of nonmetallic minerals (except fuels),74 288,62,45,14,3,0,0,0,0,11,7,0,4,0,0,1
Mining,,255,215,33,7,0,0,0,0,32,19,0,13,0,0,1
Construction,4.873,4.347,3.324,606,244,125,9,0,39,512,435,25,52,5,0,9
