row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Petroleum and Coal Products Manufacturing..........................................,11,4,4,0,0,7,704,654,311,311,0,0,343,450
Chemical Manufacturing..........................,48,21,20,0,1,27,3033,2794,1474,1284,0,190,1320,1113
Plastics and Rubber Products Manufacturing..........................................,35,12,11,1,0,23,4104,3736,1590,1479,72,39,2146,733
Nonmetallic Mineral Product Manufacturing..........................................,48,16,16,0,0,32,2008,1852,843,833,10,0,1009,582
32-Manufacturing................................,235,88,82,2,4,147,17636,15702,7090,6527,120,443,8612,5448
Primary Metal Manufacturing..................,67,21,20,1,0,46,6184,5712,2606,2431,157,18,3106,2327
Fabricated Metal Product Manufacturing,75,28,26,1,1,47,7810,7040,3515,3230,45,240,3525,3348
Machinery Manufacturing........................,59,23,22,0,1,36,7724,7206,3283,3016,0,267,3923,1697
Computer and Electronic Product Manufacturing..........................................,5,2,2,0,0,3,210,203,71,71,0,0,132,23
"Electrical Equipment, Appliance and Component Manufacturing......................",25,10,10,0,0,15,2480,2285,977,977,0,0,1308,638
Transportation Equipment Manufacturing,92,39,39,0,0,53,19872,18043,8213,8177,23,13,9830,10395
Furniture and Related Product Manufacturing..........................................,11,2,2,0,0,9,1138,1073,428,428,0,0,645,48
Miscellaneous Manufacturing..................,75,27,26,1,0,48,7509,6964,2554,2521,23,10,4410,1395
33-Manufacturing................................,409,152,147,3,2,257,52927,48526,21647,20851,248,548,26879,19871
"Wholesale Trade, Durable Goods............",63,22,21,0,1,41,3093,2743,1116,1092,0,24,1627,519
"Wholesale Trade, Nondurable Goods......",87,42,42,0,0,45,4107,3631,1807,1796,0,11,1824,2011
Wholesale Trade..................................,150,64,63,0,1,86,7200,6374,2923,2888,0,35,3451,2530
Motor Vehicle and Parts Dealers..............,71,30,28,1,1,41,2033,1914,949,932,4,13,965,898
Furniture and Home Furnishings Stores..,11,4,4,0,0,7,553,494,225,225,0,0,269,142
Electronics and Appliance Stores............,5,1,1,0,0,4,330,301,77,77,0,0,224,11
Building Material and Garden Equipment and Supplies Dealers................................,14,7,6,1,0,7,305,267,114,95,0,19,153,125
Food and Beverage Stores........................,59,33,30,1,2,26,2171,1925,939,842,0,97,986,1038
Health and Personal Care Stores..............,13,9,8,1,0,4,1572,1403,639,434,205,0,764,492
Gasoline Stations......................................,1,0,0,0,0,1,3,3,1,1,0,0,2,0
Clothing and Clothing Accessories Stores,9,3,3,0,0,6,1723,1507,371,371,0,0,1136,165
