row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Delaware,10,5,3,I,0,1,_ 5,1470,1277,840,624,24,163,29,437,796
Maryland,66,24,12,8,0,4,42,3234,2859,1249,716,230,107,196,1610,923
District of Columbia,14,10,9,0,0,I,4,1723,1352,998,788,0,0,210,354,1386
Virginia,53,29,22,1,2,4,24,,5030,2396,1958,267,34,137,2634,1608
West Virginia. North Carolina,43,23 19,13 13,8,2,0,20,"5,508 2,291",2102,"960 1,353","833 1,241",90 III,37 0,0 1,"1,142 1,848","594 1,300"
South Carolina,38 15,5,3,6 I,0,0,19 10,"3,593 1,434","3,201 1,331",702,481,34,0,187,629,463
Georgia,68,27,18,3,0 0,1 6,41,5727,5288,2446,1719,383,0,344,2842,1728
Florida,88,40,26,11,1,2,48,3806,3631,1801,1096,443,52,210,1830,1447
South Atlantic,395,182,119,39,5,19,213,28786,26071,12745,9456,1582,393,1314,13326,10245
Kentucky .,70,29,18,9,1,1,41,4692,4376,2030,1414,541,29,46 218,"2,346 5,783","1,278 5,704"
Tennessee,96,42,27,II,1,3,54,12618,11067,5284,3803,1228,35,,,
Alabama,60,31,22,I,1,7,29,4551,4140,2222,1592,16,5,609,1918,1864
Mississippi,21,13,11,2,0,0,8,1880,1809,885,858,27,0,0,924,1172
East South Central.,247,115,78,23,3,11,132,23741,21392,10421,7667,1812,69,873,10971,10018
Arkansas. Louisiana,27,10 5,7,2,0,1 0,17,3011,"2,662 1,176",1072,1037,22,0 0,13 0,"1,590 720",444
Clidshoma,15 35,12,2 12,3 0,0 0,0,10 23,"1,283 2,953",2649,"456 1,130",418,38 74,,,,79
Texas,,29,16,4,,,,5228,4581,2376,"1,037 1,352",131,19,0,"1,519 2,205",755
,78,,,,0,9,49,,,,,,0,893,,2180
West South Central,155,56,37,9,0,10,99,12475,11068,5034,3844,265,19,906,6034,3458
Montana Idaho.,35 13,16 6,11 3,4 3,1 0,0 0,19 7,"1,364 - 905","1,204 805",539 239,215 216,86 23,238 0,0 0,665 566,588 87
Wyoming,5,4,• 4,0,0,0,1,278,254,139,139,0,0,0,115,231
Colorado,57,28,17,10,0,I,29,2282,1938,1041,461,534,0,46,897,1405
New Mexico,13,4,4,0,0,0,-9,632,570,231,152,79,0,0,339,151
Arizona,. 49,21,10,9.,0,2,28,4.816,4453,1738,1029,466,0,243,2715,767
• Utah,,,,,,,,,,,,,,,,512
,13,8,• 7,i,0,0,5,644,,,,,,,299,
,,,,,,,,,602,303,295,8,' 0,0,,
