row_label,col_1,col_2
Jasper Office Furniture Co,45,374
Jasper Seating Co,46,19
"Jergen's Andrew, Co. of Calif",43,457
Jersey City & Lyndhurst Bus Co,49,1087
Johns-Manville Products Corp,45,33
Jones & Laughlin. Steel Corp,47,1272
"Jones & Laughlin Steel Corp ,",49,390
"Kaiser Co., Inc., Iron & Steel Division",47,1099
Kansas City Public Service Co,47,1
"Kansas City Star Co., WDAF Radio Station",47,386
"Kaplan Bros., Kaplan, Max; Kaplan, Jacob; d/b/a",46,1057
"Kaplan & Co., Inc., B.D",42,934
Kay & Ess Co,48,1387
"Keene, R. D., Co",49,800
Kelco Co. of San Diego,49,7
"Kellburn Manufacturing Co., Inc",45,322
Kelly Milling Co,50,879
"Kempsmith Machine Co., The",47,307
Kennecott Copper Corp,47,732
Kennecott Copper Corp,50,842
Ken-Rad Tube & Lamp Corp,42,1235
Ken-Rad Tube & Lamp Co,50,1010
Kent-Ownes Machine Co,46,1154
"Kentucky Utilities Co., The",46,818
Kesterson Lumber Corp,45,193
"Kidde, Walter & Co",48,1222
Kilburn Mill,47,1356
"Kilgore Mfg. Co., International Flare-Signal Division",47,1434
"Kilgore Mfg. Co., The",45,468
King Features Syndicate,45,302
Kingston Products Corp,44,481
Kinney Iron Works,42,838
Knickerbocker Stamping Co,50,805
Knott & Garllus Co,44,477
Koppers Co,44,348
"Koppers Co., Minneapolis Division of",45,38
"Kroheler Mfg. Co., Aircraft Parts Mfg. Division",45,1151
"Lac Chemicals, Inc",44,1196
Lacey Milling Co,48,914
Laclede Steel Co,49,1116
Lake Superior District-Power Co,42,317
Land O'Lakes Dairy Co,48,102S
"Lane Bryant, Inc",42,218
"Lang Jo., Plant No. 1",48,640
