row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Food and kindred products,1857,1469,1091,324,41,7,0,0,6,352,248,24,80,9,7,20
Tobacco manufacturers,47,43,34,7,2,0,0,0,0,4,4,0,0,0,0,0
Textile mill products,368,308,245,62,1,0,0,0,0,57,39,6,12,2,0,1
Apparel and other finished products made from fabric and similar mate- rials,441,364,300,60,1,1,0,0,2,71,45,7,19,3,0,3
Lumber and wood products (except furniture),618,480,377,69,32,1,0,0,1,123,70,14,39,5,0,10
Furniture and fixtures,501,418,325,91,1,0,0,0,1,78,53,9,16,5,0,0
Paper and allied products,497,415,314,37,4,0,0,0,0,74,51,2,21,1,0,7
"Printing, publishing, and allied prod- ucts",837,628,507,108,7,2,2,0,2,191,118,21,52,3,5,10
Chemicals and allied products,832,657,514,121,19,2,0,0,1,158,101,16,41,9,2,6
Petroleum refining and related Indus- tries,334,284,210,41,30,3,0,0,0,45,21,6,18,1,1,3
Rubber and miscellaneous plastic products,533,424,339,80,4,1,0,0,0,102,70,2,30,4,0,3
Leather and leather products,140,106,80,24,1,0,0,0,1,31,22,2,7,2,0,1
"Stone, clay, glass, and concrete prod- ucts",728,593,430,139,13,3,1,0,7,121,80,8,33,5,2,7
Primary metal industries,1158,1018,716,280,18,2,0,0,2,128,84,6,38,5,2,5
Fabricated metal products (except ma- chinery and transportation equip- ment),1456,1202,910,256,20,9,2,0,5,231,154,22,55,12,0,11
Yfachinery (except electrical),1968,1693,1217,397,55,20,0,0,4,240,156,19,65,12,4,19
"Electrical and electronic machinery, equipment, and supplies ,urcraft and parts",945,793,588,185,12,6,1,0 0,1,140,91,10,39,3,0,9
Ship and boat building and repairing,330 224,313 210,196 134,117 74,0 2,0 0,0 0,0,0 0,14 14,7 13,2 0,5 1,1 0,0 0,2 0
kutomotive and other transportation equipment,,,,,,,,,,,,,,,,
"11easunng, analyzing, and controlling instruments, photographic, medical,",877,760,493,257,9,1,0,0,0,108,66,5,38,3,0,6
"and optical goods, watches and clocks",371,291,226,57,7,1,0,0,0,74,48,6,20,0,2,
Waicellaneous manufacturing indus- tries,1749,1375,,,,,,,,,,,,,,4 19
,,,891,396,61,19,5,0,13,334,254,11,69,19,2,146
Manufacturing,16811,13844,10137,3242,330,78,11,0,46,2690,1794,198,698,104,27,
