row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
675,276,195,64,7,10,399,53647,47699,20993,16837,3282,233,641,26706,13662
102,44,25,15,2,2,58,8135,7339,3137,1539,865,539,194,4202,2300
133,50,24,24,1,1,83,11435,10374,4154,2791,1350,2,11,6220,2614
65,27,19,3,4,1,38,7346,6757,3205,2840,75,171,119,3552,2934
44,23,19,3,1,0,21,4557,4287,2082,2025,48,9,0,2205,1796
344,144,87,45,8,4,200,31473,28757,12578,9195,2388,721,324,16179,9644
42,23,11,12,0,0,19,4432,4007,1875,933,942,0,0,2132,1471
90,32,22,7,1,2,58,6907,8152,3234,2661,407,7,159,4918,1126
72,33,26,6,1,0,39,4495,4124,2037,1761,208,68,0,2087,2400
161,64,44,18,0,2,97,12676,11430,5080,3662,1185,124,109,6350,3969
365,152,103,43,2,4,213,30510,27713,12226,9017,2742,199,268,15487,8966
32,16,5,11,0,0,16,699,615,310,154,144,12,0,305,387
31,7,1,3,1,2,24,787,702,272,71,140,6,55,430,171
18,5,2,2,0,1,13,517,450,166,46,101,0,19,284,102
99,45,34,8,1,2,54,4703,4178,1972,1731,120,5,116,2206,1679
25,11,9,2,0,0,14,629,577,263,191,72,0,0,314,182
81,41,20,20,1,0,40,5644,4861,2363,1379,957,27,0,2498,1955
24,10,9,1,0,0,14,1617,1452,610,575,33,2,0,842,537
39,18,12,5,0,1,21,2233,1900,1028,768,246,1,13,872,1089
349,153,92,52,3,6,196,16829,14735,6984,4915,1813,53,203,7751,6102
226,107,75,25,2,5,119,9705,8242,4012,2941,613,144,314,4230,3752
90,35,24,9,1,1,55,2515,2148,939,742,134,20,43,1209,784
822,380,226,111,16,27,442,50716,43611,22465,13125,5839,1334,2167,21146,23179
23,13,12,1,0,0,10,555,478,294,239,55,0,0,184,306
59,36,20,3,10,3,23,2102,1593,831,469,107,213,42,762,1153
1,1,1,0,0,0,0,79,76,63,63,0,0,0,13,79
"1,221",572,358,149,29,36,699,65672,56148,28604,17579,6748,1711,2566,27544,29253
76,39,17,3,0,19,37,7558,6892,2692,964,126,68,1534,4200,1855
13,7,5,2,0,0,,,,,,7,,,,
,46,,,,,6,505,365,242,235,,0,0,123,349
89,,22,5,0,19,43,8063,7257,2934,1199,133,68,1534,4323,2199
"6,656",3019,1866,829,123,201,3637,403837,352903,166965,115449,30790,8212,12514,85938,47353
