row_label,col_1,col_2
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(b)(7)................................................,100,100.0
8(b)(7)(A)..............................................................,33,33.0
8(b)(7)(B)..............................................................,10,10.0
8(b)(7)(C)..............................................................,51,51.0
8(b)(7)(A)(B)........................................................,3,3.0
8(b)(7)(A)(C)........................................................,2,2.0
8(b)(7)(B)(C)........................................................,1,1.0
1,1,1
8(b)(7)(A)..............................................................,38,38.0
8(b)(7)(B)..............................................................,14,14.0
8(b)(7)(C)..............................................................,54,54.0
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e)
Total cases 8(e)....................................................,38,100.0
Against unions alone............................................,27,71.1
Against employers alone......................................,5,13.2
Against both..........................................................,6,15.8
D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g)
Total cases 8(g)....................................................,23,100.0
