row_label,col_1
18-R-1885,Central Steel Tube Co.
13-R-4170,Century Display Mfg. Co.
10-R-2087,Champion Garment Co.
16-R-1935,Chase Bag Co.
21-R-3824,Cherry Rivet Co.
4-R-2817,Chesterman-Leeland Co.
16-R-1970,"Chicago Corp., The. Co."
13-R-4105,Chicago Finishing
13-R4939,"Chicago Gear Works, Quinn, J. J., d/b/a. Co."
11i-R-3875,Chicago Macaroni
13-R-4257,Chicago Railway Equipment Co.
7-R-2386,Chrysler Corp.
9-R-2208,"Cincinnati Gear Co., The."
9-R-2619,"Cincinnati Steel Castings Co., The."
20-R-1926,"Circus Food, Inc."
13-R-3965,Clements Mfg. Co.
16-R-2056,Clifton Mfg. Co.
2-R-6599,Inc.
13-R-3778,"Columbia Broadcasting System, Columbia Broadcasting System, Inc."
8-R-2281,Columbia Burner Co.
13-R-3885,Columbian Bank Note Co.
18M-R-1,Combined Locks Paper Co.
13M-R-4,Combined Locks Paper Co.
7-R-2295,Consolidated Paper Co.
16-R-1878,"Cooper Co., Inc., The."
13-R-4222,Crane Co.
13-R-4223,"Crane Co. Crosley Motors,"
9-R-2550 1-R-3328,"Inc. Cudahy Packing Co., The."
1-R-3622,"Cudahy Packing Co., The. Cudahy Packing Co.,"
1-R-3752,"The. Cudahy Packing Co.,"
10-R-1785,"The. Cudahy Packing Co.,"
10-R-2087,"The. . Cudahy Packing Co.,"
10-R-2488,The.
10-R-2620,"Cudahy Packing Co., The. Cudahy Packing Co., The."
,"Cudahy Packing Co.,"
13-R-3640,The.
13-R--4089,"Cudahy Packing Co.,"
16-R-2324,"The. Cudahy Packing Co., The."
17-R-1591,"Cundy-Bettoney Co., Inc., Cunningham Stoker Co.,"
1-R-3577 7-R-2457,"The. Bailey, G.,"
3-R-1303,"copartners, d/b/a. Ourtice Brothers Co."
18-R-1647,"Dalglish, J. M., Co. J. M., &"
18-R-1757,"Dalglish, Co. Corp., Spicer"
,"Dana Mfg., Division of. Daniels Printing Co."
8-11-1995 1-R-3607,"Chemical Corp., The."
5-R-2443,"Davison Chemical Corp.,"
10-R-2089,The.
,"Davison Day , James B. & Co."
13-B-3753 9-RE-15,Dayton Coca-Cola
,"Bottling Co., The. Dayton Coca-Cola Bottling Co.,"
9-R-2175,"The. J. C., Inc."
13-R-3881,"Deagan, Deere, John, Plow"
20-R-1963,Co. Separator
2-R-6640 10-R-2257,DeLaval Co. Mar Cabinet Co.
5-R-2707,Del Veneer Co.
,"Denny Design Center,"
,Inc. Diamond Braiding
2-R-6806 13-R-4296,"Mills, Inc. Match Co.,"
1-R-3642 5W-R-46,"Diamond Mills, Inc."
21-R-3947,The. Diana Mill &
,"Dimension Cabinet Co. Co., The."
8-R-2594,"Industries, Inc."
18-R-1805,Dobeckum Doughboy Draper Corp.
1-R-3555,Drayer-Hanson.
2l-R-3264,
