row_label,col_1,col_2
VI.,Supreme Court Litigation,131
,A. Nonreviewability of the General Counsel's Prosecutorial Decisions,131
,B. Handbilling of Consumers Requesting Boycott of Secondary Employers,133
,C. Use of Agency Fees for Other than Collective-Bargaining Activities,135
,D. ERISA Enforcement of Postcontract Obligation to Contribute to Multiemployer Pension Plans,137
VII.,Enforcement Litigation,139
,A. Jurisdiction,139
,1. Employee Status in Rehabilitative Setting,139
,2. Court Jurisdiction to Determine When Enforcement is Unnecessary,139
,B. Concerted Activity,140
,C. Lockouts,141
,D. The Bargaining Obligation,142
,1. The Duty to Furnish Information,142
,2. Successorship,145
,3. Effect of Passage of Time on Validity of Bargaining Order,146
,E. Prehire Agreements,1147
VIII.,Injunction Litigation,149
,A. Injunctive Litigation Under Section 10(j),149
,B. Injunctive Litigation Under Section 10(1),153
IX.,Contempt Litigation,157
X.,Special and Miscellaneous Litigation,165
,A. Litigation Under the Equal Access to Justice Act,165
,B. Litigation Involving the Board's Jurisdiction,166
,C. Bankruptcy Litigation,168
,D. Litigation Involving the Freedom of Information Act,169
,E. Miscellaneous Litigation,171
Index of Cases Discussed,Index of Cases Discussed,173
Appendix,Appendix,Appendix
,Glossary of Terms Used in Statistical Tables,177
,Subject Index to Annual Report Tables,185
,Statistical Tables for Fiscal Year 1988,186
