row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
2-union elections,30,93.3,28,5,3,2,18,2,4069,3807,1680,1059,88,980,262
AFL-CIO v. AFL-CIO v. Teamsters,1,100.0,1,1,0,___,___,0,76,76,76,o,____,,0
3 (or more) -union elections_ _,1,100.0,1,1,o,o,o,o,76,76,76,o,o,o,0
Total RD elections,293,33 8,99,53,18,10,18,194,21771,12422,8248,2269,925,980,9349
