row_label,col_1
13-R-4049,Whiting Corp.
1-R-3314,Whiting & Davis Co.
1-R-3372,Whitney Chain & Mfg. Co.
21-R-3650,Whitney's Department Store.
4-R-2148,Wicaco Machine Corp.
17-R-1713,Wichita Transportation Corp.
8-R-1534,"Wiegand, Edwin L., Co."
19-R-1993,Willamette National Lumber Co.
10-RE-21,Williams Furniture Co.
10-R-2714,"Williams, 0. L., Veneer Co., Inc."
21-R-3224,Wilmington Transportation Co.
13-R-$884,Wilson Athletic Goods Mfg. Co.
13-R-4199,Wilson Athletic Goods Mfg. Co.
10-R-2143,"Wilson & Co., Inc."
15-R-1684,"Wilson & Co., Inc., Box Factory."
2-R-8535,Wilson-Jones Co.
5-R-2909,"Wilson Paper Box Co., Inc."
8-R-2811,Wilson Transit Co.
2-R-7425,"Winard, Inc."
2-R-7306,"Winchester, J. H., Inc."
8-R-1710,"Wolf Co., The."
8-R-1409,Wood Embly Brass Co.
2-R-8933,"Worth Hardware Co., Inc."
2-R-7090,Wright Aeronautical Corp.
14-R-1724,Wrought Iron Range Co.
2-R-7070,"Wyeth, Inc."
5-R-2457,"Wytheville Knitting Mills, Inc."
8-R-2343,Y. & 0. Coal Co.
15-R-1983,"Yellow Bus Lines, Inc."
16-R-1975,Yellow Transit Co.
16-R-2128,Yellow Transit Co.
4-R-2247,York Corp.
1-R-3527,Young Corp.
9-R-2333,"Youngstown Mines Corp., The."
20-R-1865,Yuba Mfg. Co.
6-R-1734,"Zubik, Charles & Zubik Towing Co."
