row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,7110,100 0,5451,1040,395,100.0,1264,100.0,156,100.0
Before issuance of notice of hearing..,2427,34.1,1574,28.9,198,50.1,655,518,114,73.1
"After issuance of notice, before close of hearing",3680,51.8,3049,559,148,37.5,483,38.2,6,3.8
"After hearing closed, before Issuance of decision",72,1.0,57,1.0,9,23,6,0.5,0,0.0
After issuance of Regional Director's decision,904,12.7,749,13.7,37,9.4,118,9.3,35,22.4
After Issuance of Board decision,27,0.4,22,04,3,0.8,2,0.2,1,0.6
