Participating unions,Number of elections and pay-roll checks,Elections and pay-roll checks won / By A. F. of L. affiliates / Number,Elections and pay-roll checks won / By A. F. of L. affiliates / Percent,Elections and pay-roll checks won / By C. I. O. affiliates / Number,Elections and pay-roll checks won / By C. I. O. affiliates / Percent,Elections and pay-roll checks won / By unaffiliated unions / Number,Elections and pay-roll checks won / By unaffiliated unions / Percent,Eligible voters / Number,Eligible voters / Percent casting valid votes,Valid votes cast / Total,Valid votes cast / For A. F. of L. affiliates / Number,Valid votes cast / For A. F. of L. affiliates / Percent,Valid votes cast / For C. I. O. affiliates / Number,Valid votes cast / For C. I. O. affiliates / Percent,Valid votes cast / For unaffiliated unions / Number,Valid votes cast / For unaffiliated unions / Percent,Valid votes cast / Against unions
Total,4153,1398,33.7,1765,42.5,416,10.0,1402040,80.3,1126601,267118,23.7,515271,45.7,140780,12.5,203332
