row_label,col_1
11-0-1281,Richmond Home Telephone Co.
5-0-2001 10-0-1761,"Roanoke Public Warehouse. Robins Tire & Rubber Co., Inc."
2-0-5600,"Sandy Hill Iron & Brass Works, The."
10-0-1221,Sewell Mfg. Co.
2-0-6244,Simmons Co.
8-0-1899,Southshore Packing Co.
10-0-1888,"Spencer Auto Electric, Inc."
8-0-1853,Spicer Mfg. Corp.
2-0-5501,"Spiewak, I., Sons."
5-0-1887,Stone Spinning Co.
4-0-1474,"Textile Machine Works, Inc. Inc."
7-0-12436,"Thompson Products,"
10-0-1860,Times Publishing Co.
8-C-1815,"Timken Roller Bearing Co., The."
,"Todd Co., The."
3-0-752,"Tualatin Valley Cooperative, Inc."
19-0-1416,
9-C-2280,United Welding Co.
10-0-1594,"Van Raalte, Inc. Fluorspar Co."
14-0-1102 3-0-809,"Victory Mining Volney Felt Mills, Inc."
18-0-1183,"Radio Station WFBR, Huffman,"
5-0-21)47,"William F., d/b/a. Wadesboro Full-Fashioned Hosiery Mills, Inc."
9-0-2150,"Weissman, Fred P., Co. Weissman, Fred P., Co."
9-0-2302,"Electric Co.,"
2-0-4508,Western Inc.
18-04149,West Side Cooperative Creamery Association.
3-0-939,Wilson Athletic Goods Mfg. Co.
7-0-1440,Wilson Foundry & Machine Co.
8-0-1872,"Wingert Contracting Company,"
,Inc. Knitting Mills Co.
18-0-1134,Winona
,"L. A., Spring & Wire Corp."
,"Young,"
21-0-2716,
B. Unfair Labor Practice Cases Decided on the Basis of Stipulation Agreement Entered Into by the Parties,B. Unfair Labor Practice Cases Decided on the Basis of Stipulation Agreement Entered Into by the Parties
2-0-6582,"A. W. Metal Products Co.,"
5-0-1945,"Inc. Alba Mills, Cherry Spinning Co."
5-0-2026,"Anson Mfg. Co., Lessor, Graham Associates, Inc."
18-0-1290 8-0-951 Continental,"Coats, Loaders & Stackers, Inc. Can Co., Inc."
21-0-2566 Cosco,Mfg. Co.
10-0-1916,Danita Hosiery Mfg. Co.
5-0-3 1-0-2614 Draper,"Demain Foods, Inc. Corp."
16-0-1330,Eastman Products Corp.
16-0-1315,
,El Paso Natural Gas Co.
3-0-900,"Ford Gum & Machine Co., Inc."
2-0-6175,"Franklin Machine Products Co., Inc. Co., Inc."
5-0-2083,"Fruehauf, Warner, Trailer"
16-04824 2-C-6829,Hom-ond Food Stores Hudson Wire Co.
10-0-1979,Jaw Pants Co.
