row_label,Size of unit (number of employees),Number eligible to vote,Total elections,Percent of total,Cumulative percent of total,Elections in which representation rights were won by / AFL-CIO unions / Number,Elections in which representation rights were won by / AFL-CIO unions / Percent by size class,Elections in which representation rights were won by / Teamsters / Number,Elections in which representation rights were won by / Teamsters / Percent by size class,Elections in which representation rights were won by / Other national unions / Number,Elections in which representation rights were won by / Other national unions / Percent by size class,Elections in which representation rights were won by / Other local unions / Number,Elections in which representation rights were won by / Other local unions / Percent by size class,Elections in which no representative was chosen / Number,Elections in which no representative was chosen / Percent by size class
A. CERTIFICATION ELECTIONS (RC & RM) — section header,,,,,,,,,,,,,,,
Total RC & RM elections,531921,7576,100.0,,2970,100.0,1160,100.0,304,100.0,174,100.0,2968,100.0,
Size-bracket,,,,,,,,,,,,,,,
