row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Rhode Island............................................,16,11,5,2,4,5,781,702,432,285,38,109,270,601
Vermont....................................................,2,2,2,0,0,0,7,7,6,6,0,0,1,7
New England........................................,139,85,70,4,11,54,7915,6751,4347,3101,99,1147,2404,5531
Puerto Rico................................................,43,29,18,0,11,14,2502,2014,1103,619,0,484,911,1388
Virgin Islands............................................,2,2,0,0,2,0,329,130,126,0,0,126,4,329
Outlying Areas....................................,45,31,18,0,13,14,2831,2144,1229,619,0,610,915,1717
Alaska........................................................,17,10,10,0,0,7,473,434,229,225,4,0,205,303
American Samoa......................................,1,1,1,0,0,0,7,7,7,7,0,0,0,7
California..................................................,224,134,118,7,9,90,19176,14963,8625,6293,331,2001,6338,12426
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,24,13,10,2,1,11,1208,968,466,367,35,64,502,734
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,41,22,20,1,1,19,1770,1325,750,682,20,48,575,1068
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,153,120,119,1,0,33,6526,4474,3238,3232,6,0,1236,5119
Pacific..................................................,460,300,278,11,11,160,29160,22171,13315,10806,396,2113,8856,19657
Delaware..................................................,12,7,7,0,0,5,468,421,302,241,0,61,119,371
District Of Columbia................................,21,20,8,3,9,1,1951,1215,828,440,146,242,387,1897
Florida......................................................,57,33,26,3,4,24,10691,9250,3477,3278,116,83,5773,1914
Georgia......................................................,27,12,11,0,1,15,3428,3037,1345,1294,0,51,1692,1103
Maryland..................................................,52,28,18,5,5,24,3407,2801,1368,1160,49,159,1433,1663
North Carolina..........................................,15,7,7,0,0,8,4665,4319,1900,1888,12,0,2419,1746
South Carolina..........................................,8,5,4,1,0,3,857,726,574,165,216,193,152,702
Virginia....................................................,26,16,14,2,0,10,1301,1209,572,539,33,0,637,349
West Virginia............................................,20,7,7,0,0,13,1831,1661,608,608,0,0,1053,228
South Atlantic......................................,238,135,102,14,19,103,28599,24639,10974,9613,572,789,13665,9973
