Size of unit (number of employees),Number eligible to vote,Total elections,Cumulative percent of total,Section B — Decertification elections (RD) — Elections in which representation rights were won by — AFL-CIO unions — Number,Section B — Decertification elections (RD) — Elections in which representation rights were won by — AFL-CIO unions — Percent by size class,Section B — Decertification elections (RD) — Elections in which representation rights were won by — Teamsters — Number,Section B — Decertification elections (RD) — Elections in which representation rights were won by — Teamsters — Percent by size class,Section B — Decertification elections (RD) — Elections in which representation rights were won by — Other national unions — Number,Section B — Decertification elections (RD) — Elections in which representation rights were won by — Other national unions — Percent by size class,Section B — Decertification elections (RD) — Elections in which representation rights were won by — Other local unions — Number,Section B — Decertification elections (RD) — Elections in which representation rights were won by — Other local unions — Percent by size class,Section B — Elections in which no representative was chosen — Number,Section B — Elections in which no representative was chosen — Percent by size class
Total RD elections (subtotal),38170,922,100.0,159,17.2,56,6.1,5,0.5,12,1.3,690,74.8
