row_label,col_1
2-R-6467,"Wilson & Rogers, Inc."
21-R-2842,Wire & Metal Mfg. Co.
13-R-3249,Wisconsin Power & Light Co
13-R-3123,Wisconsin Telephone Co.
1-R-2932,Worcester Woolen Mills Corp.
31-R-1122,Worthington Pump & Machinery Corp
1-R-2709,Worthington Pump & Machinery Corp.
13-R-3266,"Wyman, Gordon Co"
13-R-3468,"Yale & Towne Mfg. Co., The"
3-R-1072,Yawman & Erbe Mfg. Co
20-R-1768,Young Patrol Service.
1-RE-31,"Young, Richard, Co."
13-R-3125,Youngstown Sheet & Tube Co
"2-R,-5599","Zalud Mobile Marine, Inc"
16-R-1419,Zanes Freight Agency.
18-R-1368,Zimmerman Steel Casting Co
