row_label,col_1,col_2
,Volume,Page
Western Union Telegraph Co,46,1024
Western Union Telegraph Co Western Union Telegraph Co,46 46,1255 1263
,42,525
Westinghouse Airbrake Co,,1071
Westinghouse Electric St Mfg. Co,44,
Westinghouse Electric Sr Mfg. Co,45,51
Westinghouse Electric & Mfg. Co,50 44,427
Westinghouse Electric & Mfg. Co,45,1182
Westinghouse Electric & Mfg. Co,45,776 826
Westinghouse Electric Sr Mfg. Co,48,1198
Westinghouse Electric & Mfg. Co,47,
Westinghouse Electric & Mfg. Co,,21
Westinghouse Electric & Mfg. Co West States Petroleum Co,49 49,445 1076
Westvaco Chlorine Products Corp,49,1045
West Virginia Armature Co,48,1248
West Virginia Pulp & Paper Co,45,59
Weyerhaeuser Timber Co,42,.499
Whiting Corp,49,1068
Wico Electric Co,49,285
"Wiegand, E. L., Co",44,315
Wiley-Bickford-Sweet Corp,47,-1419
Willard Storage Battery Co,46,425
"Williamson, H. M., & Son, Williamson, Harry M. and Harry B., a partnership d/b/a",48,547
"Willys Overland Motors, Inc",42,428
"Wilson Athletic Goods Mfg. Co., Inc",47,1222
Wilson Athletic Sporting Goods Co,50,1015
"Wilson Sr Co., Inc",42,665
"Wilson & Co., Inc",45,600
"Wilson & Co., Inc",45,831
"Wilson&Co.,Inc",42,1114
"Wilson & Co., Inc",49,1296
"Wilson & ' Co., Inc",48,287
"Wilson, H. W., Co",48,938
"Wilson Packing Co., Wilson Laboratories, The",47,404
Wilton-Jellico Coal Co,49,146 795
"Wire & Iron Products, Inc",45,
Wire Machinery Corp. of America,50,445
Wisconsin Motors Corp Wisconsin Southern Gas Co,48 44,63 311
"Wolfsheim & Sachs, Inc",42,232
Wolverine Shoe & Tanning Co,45,620
Wood Flong Corp,45,578
"Woodruff & Edwards, Inc",47,603
Woodside Cotton Mills Co,48,518
